matrix,row_block_size,col_block_size,tau
data/suitsparse_N20000_100000_dN0.0001_0.1//dtoc.mtx,1024,1024,0.4
data/suitsparse_N20000_100000_dN0.0001_0.1//epb2.mtx,64,64,0.8
data/suitsparse_N20000_100000_dN0.0001_0.1//epb2.mtx,128,128,0.6
data/suitsparse_N20000_100000_dN0.0001_0.1//epb2.mtx,256,256,0.6
data/suitsparse_N20000_100000_dN0.0001_0.1//epb2.mtx,512,512,0.5
data/suitsparse_N20000_100000_dN0.0001_0.1//epb2.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//finance256.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//finance256.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//finance256.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//finance256.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//finance256.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac080.mtx,64,64,0.05
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac080.mtx,128,128,0.01
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac080.mtx,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac080.mtx,512,512,0.01
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac080.mtx,1024,1024,0.2
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac100.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac100.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac100.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac100.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac100.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac120.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac120.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac120.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac120.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac120.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac140.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac140.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac140.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac140.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//g7jac140.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//gupta1.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//gupta1.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//gupta1.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//gupta1.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//gupta1.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//helm3d01.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//helm3d01.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//helm3d01.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//helm3d01.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//helm3d01.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//hvdc1.mtx,64,64,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//hvdc1.mtx,128,128,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//hvdc1.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//hvdc1.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//hvdc1.mtx,1024,1024,0.05
data/suitsparse_N20000_100000_dN0.0001_0.1//hvdc1_b.mtx,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//hvdc1_b.mtx,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//hvdc1_b.mtx,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//hvdc1_b.mtx,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//hvdc1_b.mtx,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//invextr1_new.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//invextr1_new.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//invextr1_new.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//invextr1_new.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//invextr1_new.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac060.mtx,64,64,0.1
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac060.mtx,128,128,0.1
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac060.mtx,256,256,0.1
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac060.mtx,512,512,0.1
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac060.mtx,1024,1024,0.5
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac100.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac100.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac100.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac100.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac100.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac120.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac120.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac120.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac120.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jan99jac120.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jnlbrng1.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jnlbrng1.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jnlbrng1.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jnlbrng1.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//jnlbrng1.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//k49_norm_10NN.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//k49_norm_10NN.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//k49_norm_10NN.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//k49_norm_10NN.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//k49_norm_10NN.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//kim1.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//kim1.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//kim1.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//kim1.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//kim1.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lhr34.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lhr34.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lhr34.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lhr34.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lhr34.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lhr34c.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lhr34c.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lhr34c.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lhr34c.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lhr34c.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//li.mtx,64,64,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//li.mtx,128,128,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//li.mtx,256,256,0.5
data/suitsparse_N20000_100000_dN0.0001_0.1//li.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//li.mtx,1024,1024,0.3
data/suitsparse_N20000_100000_dN0.0001_0.1//light_in_tissue.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//light_in_tissue.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//light_in_tissue.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//light_in_tissue.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//light_in_tissue.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lpl1.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lpl1.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lpl1.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lpl1.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//lpl1.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mario001.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mario001.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mario001.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mario001.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mario001.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mark3jac080.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mark3jac080.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mark3jac080.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mark3jac080.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mark3jac080.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mark3jac100.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mark3jac100.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mark3jac100.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mark3jac100.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mark3jac100.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//minsurfo.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//minsurfo.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//minsurfo.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//minsurfo.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//minsurfo.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mixtank_new.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mixtank_new.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mixtank_new.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mixtank_new.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mixtank_new.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mouse_gene.tar.gz,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mouse_gene.tar.gz,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mouse_gene.tar.gz,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mouse_gene.tar.gz,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mouse_gene.tar.gz,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//msc23052.mtx,64,64,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//msc23052.mtx,128,128,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//msc23052.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//msc23052.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//msc23052.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//mult_dcop_01.mtx,64,64,0.3
data/suitsparse_N20000_100000_dN0.0001_0.1//mult_dcop_01.mtx,128,128,0.2
data/suitsparse_N20000_100000_dN0.0001_0.1//mult_dcop_01.mtx,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//mult_dcop_01.mtx,512,512,0.1
data/suitsparse_N20000_100000_dN0.0001_0.1//mult_dcop_01.mtx,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//nd12k.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//nd12k.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//nd12k.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//nd12k.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//nd12k.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net100.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net100.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net100.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net100.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net100.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net125.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net125.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net125.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net125.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net125.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net150.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net150.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net150.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net150.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net150.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//net75.mtx,64,64,0.6
data/suitsparse_N20000_100000_dN0.0001_0.1//net75.mtx,128,128,0.6
data/suitsparse_N20000_100000_dN0.0001_0.1//net75.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//net75.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//net75.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//ns3Da.mtx,64,64,0.1
data/suitsparse_N20000_100000_dN0.0001_0.1//ns3Da.mtx,128,128,0.1
data/suitsparse_N20000_100000_dN0.0001_0.1//ns3Da.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//ns3Da.mtx,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//ns3Da.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//obstclae.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//obstclae.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//obstclae.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//obstclae.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//obstclae.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//onetone1.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//onetone1.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//onetone1.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//onetone1.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//onetone1.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//onetone2.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//onetone2.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//onetone2.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//onetone2.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//onetone2.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pcrystk03.mtx,64,64,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pcrystk03.mtx,128,128,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pcrystk03.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pcrystk03.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pcrystk03.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk01.mtx,64,64,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk01.mtx,128,128,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk01.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk01.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk01.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk05.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk05.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk05.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk05.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk05.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk06.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk06.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk06.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk06.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk06.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk08.mtx,64,64,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk08.mtx,128,128,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk08.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk08.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk08.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk09.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk09.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk09.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk09.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pkustk09.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pli.mtx,64,64,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pli.mtx,128,128,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pli.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pli.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pli.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//pwt.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pwt.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pwt.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pwt.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//pwt.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//qpband.mtx,64,64,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//qpband.mtx,128,128,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//qpband.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//qpband.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//qpband.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//raefsky3.mtx,64,64,0.4
data/suitsparse_N20000_100000_dN0.0001_0.1//raefsky3.mtx,128,128,0.5
data/suitsparse_N20000_100000_dN0.0001_0.1//raefsky3.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//raefsky3.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//raefsky3.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat09.mtx,64,64,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat09.mtx,128,128,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat09.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat09.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat09.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat10.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat10.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat10.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat10.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat10.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat15.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat15.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat15.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat15.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat15.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat22.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat22.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat22.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat22.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat22.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat27.mtx,64,64,0.4
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat27.mtx,128,128,0.3
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat27.mtx,256,256,0.2
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat27.mtx,512,512,0.01
data/suitsparse_N20000_100000_dN0.0001_0.1//rajat27.mtx,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rgg_n_2_15_s0.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rgg_n_2_15_s0.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rgg_n_2_15_s0.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rgg_n_2_15_s0.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rgg_n_2_15_s0.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rim.mtx,64,64,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//rim.mtx,128,128,0.4
data/suitsparse_N20000_100000_dN0.0001_0.1//rim.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//rim.mtx,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//rim.mtx,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//ship_001.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//ship_001.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//ship_001.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//ship_001.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//ship_001.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//sme3Db.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//sme3Db.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//sme3Db.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//sme3Db.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//sme3Db.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//sme3Dc.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//sme3Dc.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//sme3Dc.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//sme3Dc.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//sme3Dc.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//smt.mtx,64,64,0.1
data/suitsparse_N20000_100000_dN0.0001_0.1//smt.mtx,128,128,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//smt.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//smt.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//smt.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//smt_coord.mtx,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//smt_coord.mtx,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//smt_coord.mtx,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//smt_coord.mtx,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//smt_coord.mtx,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//spmsrtls.el,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//spmsrtls.el,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//spmsrtls.el,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//spmsrtls.el,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//spmsrtls.el,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//std1_Jac2.mtx,64,64,0.6
data/suitsparse_N20000_100000_dN0.0001_0.1//std1_Jac2.mtx,128,128,0.6
data/suitsparse_N20000_100000_dN0.0001_0.1//std1_Jac2.mtx,256,256,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//std1_Jac2.mtx,512,512,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//std1_Jac2.mtx,1024,1024,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//std1_Jac3.mtx,64,64,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//std1_Jac3.mtx,128,128,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//std1_Jac3.mtx,256,256,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//std1_Jac3.mtx,512,512,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//std1_Jac3.mtx,1024,1024,0.001
data/suitsparse_N20000_100000_dN0.0001_0.1//stufe-10.mtx,64,64,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//stufe-10.mtx,128,128,-1.0
data/suitsparse_N20000_100000_dN0.0001_0.1//stufe-10.mtx,256,256,-1.0
