exp_name,input_type,input_source,rows,cols,B_cols,B_density,total_nonzeros,input_blocks_density,input_entries_density,input_block_size,reorder_algorithm,algo_block_size,epsilon,similarity_func,hierarchic_merge,merge_limit,scramble,Warmup,Repetitions,Algorithm,VBS_avg_nzblock_height,VBS_avg_nzblock_height_error,VBS_total_nonzeros,VBS_total_nonzeros_error,VBS_block_rows,VBS_block_rows_error,VBS_nz_blocks,VBS_nz_blocks_error,avg_skipped,skipped_std,avg_comparisons,comparisons_std,VBSmm_algo_mean(ms),VBSmm_algo_std,cusparse_spmm_mean(ms),cusparse_spmm_std,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/C2000-5.el,2001,2001,4096,1.000000,999836,0.500000,0.500000,4,saad_blocks,64,0.100000,jaccard,1,0.000000,1,0,10,-1,62.437500,0.000000,127073.000000,0.000000,33.000000,0.000000,32.000000,0.000000,0.000000,0.000000,528.000000,0.000000,0.786042,0.334164,7.771079,0.185103,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/C2000-5.el,2001,2001,8192,1.000000,999836,0.500000,0.500000,4,saad_blocks,64,0.100000,jaccard,1,0.000000,1,0,10,-1,62.437500,0.000000,127073.000000,0.000000,33.000000,0.000000,32.000000,0.000000,0.000000,0.000000,528.000000,0.000000,0.798477,0.321413,15.553934,0.209066,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/C2000-5.el,2001,2001,16384,1.000000,999836,0.500000,0.500000,4,saad_blocks,64,0.100000,jaccard,1,0.000000,1,0,10,-1,62.437500,0.000000,127073.000000,0.000000,33.000000,0.000000,32.000000,0.000000,0.000000,0.000000,528.000000,0.000000,1.380826,0.339343,31.933384,0.382070,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/C2000-5.el,2001,2001,32768,1.000000,999836,0.500000,0.500000,4,saad_blocks,64,0.100000,jaccard,1,0.000000,1,0,10,-1,62.437500,0.000000,127073.000000,0.000000,33.000000,0.000000,32.000000,0.000000,0.000000,0.000000,528.000000,0.000000,2.613107,0.462813,65.088181,1.120191,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/C2000-5.el,2001,2001,4096,1.000000,999836,0.500000,0.500000,4,saad_blocks,64,0.500000,jaccard,1,0.000000,1,0,10,-1,62.437500,0.000000,127073.000000,0.000000,33.000000,0.000000,32.000000,0.000000,0.000000,0.000000,528.000000,0.000000,0.781581,0.330682,7.813488,0.156659,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/C2000-5.el,2001,2001,8192,1.000000,999836,0.500000,0.500000,4,saad_blocks,64,0.500000,jaccard,1,0.000000,1,0,10,-1,62.437500,0.000000,127073.000000,0.000000,33.000000,0.000000,32.000000,0.000000,0.000000,0.000000,528.000000,0.000000,0.818986,0.378161,15.540880,0.183723,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/C2000-5.el,2001,2001,16384,1.000000,999836,0.500000,0.500000,4,saad_blocks,64,0.500000,jaccard,1,0.000000,1,0,10,-1,62.437500,0.000000,127073.000000,0.000000,33.000000,0.000000,32.000000,0.000000,0.000000,0.000000,528.000000,0.000000,1.379981,0.319318,31.766750,0.306256,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/C2000-5.el,2001,2001,32768,1.000000,999836,0.500000,0.500000,4,saad_blocks,64,0.500000,jaccard,1,0.000000,1,0,10,-1,62.437500,0.000000,127073.000000,0.000000,33.000000,0.000000,32.000000,0.000000,0.000000,0.000000,528.000000,0.000000,2.652509,0.523391,64.364594,1.070228,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/ca-AstroPh.el,17904,17904,4096,1.000000,196972,0.500000,0.500000,4,saad_blocks,64,0.100000,jaccard,1,0.000000,1,0,10,-1,55.596428,0.000000,995520.000000,0.000000,281.000000,0.000000,280.000000,0.000000,0.000000,0.000000,39340.000000,0.000000,4.203728,0.339113,23.275446,0.193276,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/ca-AstroPh.el,17904,17904,8192,1.000000,196972,0.500000,0.500000,4,saad_blocks,64,0.100000,jaccard,1,0.000000,1,0,10,-1,55.596428,0.000000,995520.000000,0.000000,281.000000,0.000000,280.000000,0.000000,0.000000,0.000000,39340.000000,0.000000,5.307229,0.397567,47.437813,0.278835,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/ca-AstroPh.el,17904,17904,16384,1.000000,196972,0.500000,0.500000,4,saad_blocks,64,0.100000,jaccard,1,0.000000,1,0,10,-1,55.596428,0.000000,995520.000000,0.000000,281.000000,0.000000,280.000000,0.000000,0.000000,0.000000,39340.000000,0.000000,11.044589,0.603138,96.021721,0.554294,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/ca-AstroPh.el,17904,17904,32768,1.000000,196972,0.500000,0.500000,4,saad_blocks,64,0.100000,jaccard,1,0.000000,1,0,10,-1,55.596428,0.000000,995520.000000,0.000000,281.000000,0.000000,280.000000,0.000000,0.000000,0.000000,39340.000000,0.000000,21.227222,0.906291,192.985016,0.893380,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/ca-AstroPh.el,17904,17904,4096,1.000000,196972,0.500000,0.500000,4,saad_blocks,64,0.500000,jaccard,1,0.000000,1,0,10,-1,55.596428,0.000000,995520.000000,0.000000,281.000000,0.000000,280.000000,0.000000,0.000000,0.000000,39340.000000,0.000000,4.228160,0.366997,23.336603,0.168738,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/ca-AstroPh.el,17904,17904,8192,1.000000,196972,0.500000,0.500000,4,saad_blocks,64,0.500000,jaccard,1,0.000000,1,0,10,-1,55.596428,0.000000,995520.000000,0.000000,281.000000,0.000000,280.000000,0.000000,0.000000,0.000000,39340.000000,0.000000,5.282586,0.397412,47.815258,0.253664,
reorder_and_multiplication_optimized,2,../graphs/good_graphs/SISA_small/ca-AstroPh.el,17904,17904,16384,1.000000,196972,0.500000,0.500000,4,saad_blocks,64,0.500000,jaccard,1,0.000000,1,0,10,-1,55.596428,0.000000,995520.000000,0.000000,281.000000,0.000000,280.000000,0.000000,0.000000,0.000000,39340.000000,0.000000,11.074736,0.585616,95.928001,0.524133,
