matrix_name rows cols nnz block_size scramble algo mask tau centroid VBR_nzcount VBR_nzblocks_count VBR_average_height VBR_longest_row
GL7d23 105054 349443 2695430 16 0 clubs 16 09 128 661943002 2586017 15.9981 2997
GL7d23 105054 349443 2695430 16 0 clubs 64 01 128 662629082 2588697 15.9981 2997
GL7d23 105054 349443 2695430 16 0 clubs 64 03 128 662628314 2588694 15.9981 2997
GL7d23 105054 349443 2695430 16 0 clubs 64 06 128 662629082 2588697 15.9981 2997
GL7d23 105054 349443 2695430 16 0 clubs 64 09 128 660454634 2579997 15.9994 2956
GL7d23 105054 349443 2695430 16 0 clubs 256 01 128 662630362 2588702 15.9981 2997
GL7d23 105054 349443 2695430 16 0 clubs 256 03 128 662638042 2588732 15.9981 2997
GL7d23 105054 349443 2695430 16 0 clubs 256 06 128 662594522 2588562 15.9981 2997
GL7d23 105054 349443 2695430 16 0 clubs 256 09 128 659602592 2576687 15.9993 1633
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 01 64 80327168 313778 16 125
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 03 64 80327168 313778 16 125
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 06 64 80074752 312792 16 118
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 09 64 83464704 326034 16 118
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 01 64 79858944 311949 16 125
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 03 64 79844864 311894 16 125
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 06 64 79396864 310144 16 127
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 09 64 79563264 310794 16 120
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 01 64 79855616 311936 16 120
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 03 64 79852544 311924 16 120
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 06 64 79676928 311238 16 120
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 09 64 89758976 350621 16 122
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 01 64 80392192 314032 16 117
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 03 64 80523520 314545 16 118
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 06 64 86270208 336993 16 121
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 09 64 105527808 412218 16 136
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 01 64 80327168 313778 16 125
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 03 64 80327168 313778 16 125
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 06 64 80074752 312792 16 118
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 09 64 83464704 326034 16 118
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 01 64 79858944 311949 16 125
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 03 64 79844864 311894 16 125
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 06 64 79396864 310144 16 127
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 09 64 79563264 310794 16 120
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 01 64 79855616 311936 16 120
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 03 64 79852544 311924 16 120
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 06 64 79676928 311238 16 120
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 09 64 89758976 350621 16 122
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 01 64 80392192 314032 16 117
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 03 64 80523520 314545 16 118
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 06 64 86270208 336993 16 121
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 09 64 105527808 412218 16 136
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 01 128 80331008 313793 16 125
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 03 128 80331008 313793 16 125
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 06 128 80072960 312785 16 118
G_n_pin_pout 100000 100000 501198 16 0 clubs 1 09 128 83474944 326074 16 115
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 01 128 79883776 312046 16 124
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 03 128 79865600 311975 16 124
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 06 128 79394048 310133 16 124
G_n_pin_pout 100000 100000 501198 16 0 clubs 16 09 128 79531776 310671 16 112
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 01 128 79894784 312089 16 120
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 03 128 79909376 312146 16 120
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 06 128 79674624 311229 16 119
G_n_pin_pout 100000 100000 501198 16 0 clubs 64 09 128 89915648 351233 16 121
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 01 128 80226816 313386 16 117
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 03 128 80426496 314166 16 118
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 06 128 86225152 336817 16 123
G_n_pin_pout 100000 100000 501198 16 0 clubs 256 09 128 105560320 412345 16 131
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 01 64 50724193 198153 15.9991 135
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 03 64 48481121 189391 15.999 174
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 06 64 48515169 189524 15.999 171
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 09 64 107384961 419485 15.9996 178
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 01 64 50708721 198093 15.9991 127
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 03 64 48931201 191150 15.999 164
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 06 64 52451665 204897 15.9995 121
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 09 64 87003025 339865 15.9996 193
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 01 64 55373409 216314 15.9992 128
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 03 64 59358449 231881 15.9992 200
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 06 64 67900449 265246 15.9994 188
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 09 64 87322640 341115 15.9995 190
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 01 64 58629473 229033 15.9992 183
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 03 64 67615185 264133 15.9994 205
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 06 64 79583905 310888 15.9993 215
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 09 64 80457824 314298 15.9996 200
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 01 64 50724193 198153 15.9991 135
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 03 64 48481121 189391 15.999 174
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 06 64 48515169 189524 15.999 171
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 09 64 107384961 419485 15.9996 178
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 01 64 50708721 198093 15.9991 127
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 03 64 48931201 191150 15.999 164
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 06 64 52451665 204897 15.9995 121
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 09 64 87003025 339865 15.9996 193
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 01 64 55373409 216314 15.9992 128
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 03 64 59358449 231881 15.9992 200
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 06 64 67900449 265246 15.9994 188
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 09 64 87322640 341115 15.9995 190
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 01 64 58629473 229033 15.9992 183
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 03 64 67615185 264133 15.9994 205
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 06 64 79583905 310888 15.9993 215
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 09 64 80457824 314298 15.9996 200
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 01 128 51015777 199292 15.9991 141
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 03 128 48426593 189178 15.999 173
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 06 128 48773473 190533 15.999 158
Ga10As10H30 113081 113081 3114357 16 0 clubs 1 09 128 104778769 409305 15.9996 175
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 01 128 50982129 199161 15.9991 151
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 03 128 49480321 193295 15.999 162
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 06 128 52592977 205449 15.9995 168
Ga10As10H30 113081 113081 3114357 16 0 clubs 16 09 128 85317809 333290 15.9993 177
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 01 128 55225441 215736 15.9992 131
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 03 128 59332705 231780 15.9992 188
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 06 128 67711521 264508 15.9994 184
Ga10As10H30 113081 113081 3114357 16 0 clubs 64 09 128 85924496 335650 15.9997 181
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 01 128 55542289 216975 15.9991 176
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 03 128 65774289 256942 15.9994 190
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 06 128 80122401 312988 15.9995 199
Ga10As10H30 113081 113081 3114357 16 0 clubs 256 09 128 80881360 315952 15.9996 228
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 01 64 67838233 265003 15.9994 158
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 03 64 62896409 245699 15.9994 165
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 06 64 62745113 245108 15.9994 177
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 09 64 132972393 519439 15.9995 198
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 01 64 67948313 265433 15.9994 154
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 03 64 63859481 249461 15.9994 173
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 06 64 67553561 263891 15.9994 178
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 09 64 109749273 428718 15.9996 191
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 01 64 73074201 285456 15.9995 181
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 03 64 76185625 297610 15.9995 185
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 06 64 87851065 343183 15.9994 196
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 09 64 113112176 441855 15.9997 219
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 01 64 76595993 299213 15.9995 180
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 03 64 86745753 338867 15.9993 212
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 06 64 102942304 402133 15.9995 204
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 09 64 106426921 415749 15.9993 270
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 01 64 67838233 265003 15.9994 158
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 03 64 62896409 245699 15.9994 165
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 06 64 62745113 245108 15.9994 177
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 09 64 132972393 519439 15.9995 198
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 01 64 67948313 265433 15.9994 154
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 03 64 63859481 249461 15.9994 173
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 06 64 67553561 263891 15.9994 178
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 09 64 109749273 428718 15.9996 191
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 01 64 73074201 285456 15.9995 181
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 03 64 76185625 297610 15.9995 185
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 06 64 87851065 343183 15.9994 196
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 09 64 113112176 441855 15.9997 219
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 01 64 76595993 299213 15.9995 180
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 03 64 86745753 338867 15.9993 212
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 06 64 102942304 402133 15.9995 204
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 09 64 106426921 415749 15.9993 270
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 01 128 67948825 265435 15.9994 168
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 03 128 63486489 248004 15.9994 182
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 06 128 63266841 247146 15.9994 178
Ga19As19H42 133123 133123 4508981 16 0 clubs 1 09 128 129406825 505511 15.9995 208
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 01 128 68369689 267079 15.9994 167
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 03 128 64094745 250380 15.9994 167
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 06 128 67490073 263643 15.9994 171
Ga19As19H42 133123 133123 4508981 16 0 clubs 16 09 128 108393680 423425 15.9996 183
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 01 128 72839193 284538 15.9995 171
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 03 128 75747609 295899 15.9995 188
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 06 128 87351449 341233 15.9993 198
Ga19As19H42 133123 133123 4508981 16 0 clubs 64 09 128 113036057 441557 15.9996 230
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 01 128 73017881 285236 15.9995 189
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 03 128 84743577 331046 15.9993 214
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 06 128 101485977 396446 15.9994 215
Ga19As19H42 133123 133123 4508981 16 0 clubs 256 09 128 107179065 418683 15.9995 249
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 01 64 32375257 126475 15.9989 225
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 03 64 30497241 119139 15.9988 198
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 06 64 30515673 119211 15.9988 208
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 09 64 60371705 235843 15.999 273
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 01 64 33293529 130062 15.9989 219
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 03 64 30616281 119604 15.9988 208
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 06 64 32107481 125429 15.9989 201
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 09 64 48666521 190121 15.9987 285
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 01 64 34757337 135780 15.9989 226
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 03 64 35282905 137833 15.999 211
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 06 64 39591641 154664 15.9991 214
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 09 64 52206688 203942 15.9994 299
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 01 64 35445721 138469 15.999 233
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 03 64 39034585 152488 15.9991 241
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 06 64 45251968 176782 15.9986 220
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 09 64 51496304 201165 15.9995 300
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 01 64 32375257 126475 15.9989 225
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 03 64 30497241 119139 15.9988 198
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 06 64 30515673 119211 15.9988 208
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 09 64 60371705 235843 15.999 273
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 01 64 33293529 130062 15.9989 219
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 03 64 30616281 119604 15.9988 208
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 06 64 32107481 125429 15.9989 201
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 09 64 48666521 190121 15.9987 285
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 01 64 34757337 135780 15.9989 226
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 03 64 35282905 137833 15.999 211
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 06 64 39591641 154664 15.9991 214
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 09 64 52206688 203942 15.9994 299
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 01 64 35445721 138469 15.999 233
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 03 64 39034585 152488 15.9991 241
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 06 64 45251968 176782 15.9986 220
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 09 64 51496304 201165 15.9995 300
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 01 128 32675033 127646 15.9989 217
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 03 128 30939097 120865 15.9988 206
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 06 128 30456281 118979 15.9988 197
Ga3As3H12 61349 61349 3016148 16 0 clubs 1 09 128 59788265 233566 15.9989 279
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 01 128 33693657 131625 15.9989 222
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 03 128 31575257 123350 15.9988 214
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 06 128 32879321 128444 15.9989 203
Ga3As3H12 61349 61349 3016148 16 0 clubs 16 09 128 48995984 191405 15.9989 270
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 01 128 35198937 137505 15.999 226
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 03 128 35006169 136752 15.999 227
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 06 128 39228944 153247 15.9991 225
Ga3As3H12 61349 61349 3016148 16 0 clubs 64 09 128 53440768 208764 15.9993 277
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 01 128 34993113 136701 15.999 224
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 03 128 38782937 151505 15.9991 223
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 06 128 44769120 174889 15.9992 296
Ga3As3H12 61349 61349 3016148 16 0 clubs 256 09 128 51270400 200286 15.9992 258
GaAsH6 61349 61349 1721579 16 0 clubs 1 01 64 24854745 97098 15.9985 205
GaAsH6 61349 61349 1721579 16 0 clubs 1 03 64 24442073 95486 15.9985 205
GaAsH6 61349 61349 1721579 16 0 clubs 1 06 64 24643545 96273 15.9985 185
GaAsH6 61349 61349 1721579 16 0 clubs 1 09 64 55944329 218552 15.9986 267
GaAsH6 61349 61349 1721579 16 0 clubs 16 01 64 25077465 97968 15.9985 205
GaAsH6 61349 61349 1721579 16 0 clubs 16 03 64 24733401 96624 15.9985 178
GaAsH6 61349 61349 1721579 16 0 clubs 16 06 64 26781913 104626 15.9986 187
GaAsH6 61349 61349 1721579 16 0 clubs 16 09 64 43188384 168717 15.9989 276
GaAsH6 61349 61349 1721579 16 0 clubs 64 01 64 27438297 107190 15.9987 205
GaAsH6 61349 61349 1721579 16 0 clubs 64 03 64 29955801 117024 15.9988 184
GaAsH6 61349 61349 1721579 16 0 clubs 64 06 64 34152208 133416 15.999 196
GaAsH6 61349 61349 1721579 16 0 clubs 64 09 64 42697472 166798 15.999 252
GaAsH6 61349 61349 1721579 16 0 clubs 256 01 64 29039065 113443 15.9987 208
GaAsH6 61349 61349 1721579 16 0 clubs 256 03 64 33644505 131433 15.9989 207
GaAsH6 61349 61349 1721579 16 0 clubs 256 06 64 39620192 154776 15.9991 226
GaAsH6 61349 61349 1721579 16 0 clubs 256 09 64 40471872 158107 15.9987 200
GaAsH6 61349 61349 1721579 16 0 clubs 1 01 64 24854745 97098 15.9985 205
GaAsH6 61349 61349 1721579 16 0 clubs 1 03 64 24442073 95486 15.9985 205
GaAsH6 61349 61349 1721579 16 0 clubs 1 06 64 24643545 96273 15.9985 185
GaAsH6 61349 61349 1721579 16 0 clubs 1 09 64 55944329 218552 15.9986 267
GaAsH6 61349 61349 1721579 16 0 clubs 16 01 64 25077465 97968 15.9985 205
GaAsH6 61349 61349 1721579 16 0 clubs 16 03 64 24733401 96624 15.9985 178
GaAsH6 61349 61349 1721579 16 0 clubs 16 06 64 26781913 104626 15.9986 187
GaAsH6 61349 61349 1721579 16 0 clubs 16 09 64 43188384 168717 15.9989 276
GaAsH6 61349 61349 1721579 16 0 clubs 64 01 64 27438297 107190 15.9987 205
GaAsH6 61349 61349 1721579 16 0 clubs 64 03 64 29955801 117024 15.9988 184
GaAsH6 61349 61349 1721579 16 0 clubs 64 06 64 34152208 133416 15.999 196
GaAsH6 61349 61349 1721579 16 0 clubs 64 09 64 42697472 166798 15.999 252
GaAsH6 61349 61349 1721579 16 0 clubs 256 01 64 29039065 113443 15.9987 208
GaAsH6 61349 61349 1721579 16 0 clubs 256 03 64 33644505 131433 15.9989 207
GaAsH6 61349 61349 1721579 16 0 clubs 256 06 64 39620192 154776 15.9991 226
GaAsH6 61349 61349 1721579 16 0 clubs 256 09 64 40471872 158107 15.9987 200
GaAsH6 61349 61349 1721579 16 0 clubs 1 01 128 25201625 98453 15.9985 205
GaAsH6 61349 61349 1721579 16 0 clubs 1 03 128 24901849 97282 15.9985 205
GaAsH6 61349 61349 1721579 16 0 clubs 1 06 128 25148121 98244 15.9985 183
GaAsH6 61349 61349 1721579 16 0 clubs 1 09 128 54352544 212327 15.9992 268
GaAsH6 61349 61349 1721579 16 0 clubs 16 01 128 25338841 98989 15.9986 205
GaAsH6 61349 61349 1721579 16 0 clubs 16 03 128 25007321 97694 15.9985 205
GaAsH6 61349 61349 1721579 16 0 clubs 16 06 128 26954969 105302 15.9986 207
GaAsH6 61349 61349 1721579 16 0 clubs 16 09 128 43294704 169133 15.9988 228
GaAsH6 61349 61349 1721579 16 0 clubs 64 01 128 27410137 107080 15.9987 205
GaAsH6 61349 61349 1721579 16 0 clubs 64 03 128 29805017 116435 15.9988 210
GaAsH6 61349 61349 1721579 16 0 clubs 64 06 128 33505241 130889 15.9989 192
GaAsH6 61349 61349 1721579 16 0 clubs 64 09 128 44048345 172073 15.9992 207
GaAsH6 61349 61349 1721579 16 0 clubs 256 01 128 27715033 108271 15.9987 205
GaAsH6 61349 61349 1721579 16 0 clubs 256 03 128 32721113 127826 15.9989 189
GaAsH6 61349 61349 1721579 16 0 clubs 256 06 128 38997680 152345 15.9991 218
GaAsH6 61349 61349 1721579 16 0 clubs 256 09 128 40281872 157360 15.9992 209
Ge87H76 112985 112985 4002590 16 0 clubs 1 01 64 63603041 248461 15.9993 142
Ge87H76 112985 112985 4002590 16 0 clubs 1 03 64 59764065 233465 15.9992 148
Ge87H76 112985 112985 4002590 16 0 clubs 1 06 64 58905441 230111 15.9992 137
Ge87H76 112985 112985 4002590 16 0 clubs 1 09 64 117280481 458142 15.9995 230
Ge87H76 112985 112985 4002590 16 0 clubs 16 01 64 62682465 244865 15.9993 137
Ge87H76 112985 112985 4002590 16 0 clubs 16 03 64 59803121 233618 15.9992 137
Ge87H76 112985 112985 4002590 16 0 clubs 16 06 64 62833889 245453 15.9995 135
Ge87H76 112985 112985 4002590 16 0 clubs 16 09 64 100100640 391033 15.9995 181
Ge87H76 112985 112985 4002590 16 0 clubs 64 01 64 67586913 264023 15.9993 153
Ge87H76 112985 112985 4002590 16 0 clubs 64 03 64 72126561 281756 15.9994 181
Ge87H76 112985 112985 4002590 16 0 clubs 64 06 64 82206785 321131 15.9995 182
Ge87H76 112985 112985 4002590 16 0 clubs 64 09 64 102553488 400607 15.9997 286
Ge87H76 112985 112985 4002590 16 0 clubs 256 01 64 72299105 282430 15.9994 196
Ge87H76 112985 112985 4002590 16 0 clubs 256 03 64 82482961 322212 15.9994 187
Ge87H76 112985 112985 4002590 16 0 clubs 256 06 64 97028721 379027 15.9997 191
Ge87H76 112985 112985 4002590 16 0 clubs 256 09 64 97076256 379212 15.9997 225
Ge87H76 112985 112985 4002590 16 0 clubs 1 01 64 63603041 248461 15.9993 142
Ge87H76 112985 112985 4002590 16 0 clubs 1 03 64 59764065 233465 15.9992 148
Ge87H76 112985 112985 4002590 16 0 clubs 1 06 64 58905441 230111 15.9992 137
Ge87H76 112985 112985 4002590 16 0 clubs 1 09 64 117280481 458142 15.9995 230
Ge87H76 112985 112985 4002590 16 0 clubs 16 01 64 62682465 244865 15.9993 137
Ge87H76 112985 112985 4002590 16 0 clubs 16 03 64 59803121 233618 15.9992 137
Ge87H76 112985 112985 4002590 16 0 clubs 16 06 64 62833889 245453 15.9995 135
Ge87H76 112985 112985 4002590 16 0 clubs 16 09 64 100100640 391033 15.9995 181
Ge87H76 112985 112985 4002590 16 0 clubs 64 01 64 67586913 264023 15.9993 153
Ge87H76 112985 112985 4002590 16 0 clubs 64 03 64 72126561 281756 15.9994 181
Ge87H76 112985 112985 4002590 16 0 clubs 64 06 64 82206785 321131 15.9995 182
Ge87H76 112985 112985 4002590 16 0 clubs 64 09 64 102553488 400607 15.9997 286
Ge87H76 112985 112985 4002590 16 0 clubs 256 01 64 72299105 282430 15.9994 196
Ge87H76 112985 112985 4002590 16 0 clubs 256 03 64 82482961 322212 15.9994 187
Ge87H76 112985 112985 4002590 16 0 clubs 256 06 64 97028721 379027 15.9997 191
Ge87H76 112985 112985 4002590 16 0 clubs 256 09 64 97076256 379212 15.9997 225
Ge87H76 112985 112985 4002590 16 0 clubs 1 01 128 63504737 248077 15.9993 138
Ge87H76 112985 112985 4002590 16 0 clubs 1 03 128 60578657 236647 15.9992 152
Ge87H76 112985 112985 4002590 16 0 clubs 1 06 128 59305825 231675 15.9992 161
Ge87H76 112985 112985 4002590 16 0 clubs 1 09 128 113958545 445167 15.9995 200
Ge87H76 112985 112985 4002590 16 0 clubs 16 01 128 62928993 245828 15.9993 139
Ge87H76 112985 112985 4002590 16 0 clubs 16 03 128 60103153 234790 15.9992 146
Ge87H76 112985 112985 4002590 16 0 clubs 16 06 128 62793441 245295 15.9995 139
Ge87H76 112985 112985 4002590 16 0 clubs 16 09 128 99172752 387408 15.9994 196
Ge87H76 112985 112985 4002590 16 0 clubs 64 01 128 67472737 263577 15.9993 153
Ge87H76 112985 112985 4002590 16 0 clubs 64 03 128 71469153 279188 15.9993 176
Ge87H76 112985 112985 4002590 16 0 clubs 64 06 128 81304897 317608 15.9995 187
Ge87H76 112985 112985 4002590 16 0 clubs 64 09 128 100125185 391123 15.9997 183
Ge87H76 112985 112985 4002590 16 0 clubs 256 01 128 69246737 270508 15.9993 198
Ge87H76 112985 112985 4002590 16 0 clubs 256 03 128 80331841 313807 15.9995 184
Ge87H76 112985 112985 4002590 16 0 clubs 256 06 128 96105073 375419 15.9997 205
Ge87H76 112985 112985 4002590 16 0 clubs 256 09 128 97163840 379555 15.9997 230
Ge99H100 112985 112985 4282190 16 0 clubs 1 01 64 66675809 260464 15.9993 142
Ge99H100 112985 112985 4282190 16 0 clubs 1 03 64 61955425 242025 15.9992 166
Ge99H100 112985 112985 4282190 16 0 clubs 1 06 64 61090657 238647 15.9992 157
Ge99H100 112985 112985 4282190 16 0 clubs 1 09 64 119457505 466646 15.9996 227
Ge99H100 112985 112985 4282190 16 0 clubs 16 01 64 65835105 257180 15.9993 137
Ge99H100 112985 112985 4282190 16 0 clubs 16 03 64 62007025 242227 15.9992 149
Ge99H100 112985 112985 4282190 16 0 clubs 16 06 64 65087201 254255 15.9996 143
