### "block_size", 16,  32,  64,  128
"0_mycielskian13", 0.2, 0.3, 0.2, 0.2
"3_TSC", 0.3, 0.9, 0.9, 0.9
"bcsstk18_r", 0.5, 0.5, 0.9, 0.7
"ca-HepPh_r", 0.3, 0.5, 0.7, 0.7
"ia-wikiquote-user-edits-nodup", 0.3, 0.2, 0.3, 0.1
"social_location", 0.4, 0.4, 0.4, 0.1
"wiki-Vote_r", 0.3, 0.3, 0.1, 0.1
