matrix,row_block_size,col_block_size,tau
data/suitesparse_all//ckt11752_dc_1.mtx,1024,1024,-1.0
data/suitesparse_all//ckt11752_tr_0.mtx,64,64,-1.0
data/suitesparse_all//ckt11752_tr_0.mtx,256,256,-1.0
data/suitesparse_all//ckt11752_tr_0.mtx,512,512,-1.0
data/suitesparse_all//ckt11752_tr_0.mtx,1024,1024,-1.0
data/suitesparse_all//cond-mat-2003.mtx,64,64,0.2
data/suitesparse_all//cond-mat-2003.mtx,256,256,0.01
data/suitesparse_all//cond-mat-2003.mtx,512,512,0.001
data/suitesparse_all//cond-mat-2003.mtx,1024,1024,0.01
data/suitesparse_all//cond-mat-2005.mtx,64,64,0.2
data/suitesparse_all//cond-mat-2005.mtx,256,256,0.01
data/suitesparse_all//cond-mat-2005.mtx,512,512,0.01
data/suitesparse_all//cond-mat-2005.mtx,1024,1024,0.01
data/suitesparse_all//conf5_4-8x8-05.mtx,64,64,0.8
data/suitesparse_all//conf5_4-8x8-05.mtx,256,256,0.8
data/suitesparse_all//conf5_4-8x8-05.mtx,512,512,-1.0
data/suitesparse_all//conf5_4-8x8-05.mtx,1024,1024,0.8
data/suitesparse_all//conf5_4-8x8-10.mtx,64,64,0.8
data/suitesparse_all//conf5_4-8x8-10.mtx,256,256,0.8
data/suitesparse_all//conf5_4-8x8-10.mtx,512,512,-1.0
data/suitesparse_all//conf5_4-8x8-10.mtx,1024,1024,0.8
data/suitesparse_all//conf5_4-8x8-15.mtx,64,64,0.8
data/suitesparse_all//conf5_4-8x8-15.mtx,256,256,0.8
data/suitesparse_all//conf5_4-8x8-15.mtx,512,512,-1.0
data/suitesparse_all//conf5_4-8x8-15.mtx,1024,1024,0.8
data/suitesparse_all//conf5_4-8x8-20.mtx,64,64,0.8
data/suitesparse_all//conf5_4-8x8-20.mtx,256,256,0.8
data/suitesparse_all//conf5_4-8x8-20.mtx,512,512,-1.0
data/suitesparse_all//conf5_4-8x8-20.mtx,1024,1024,0.8
data/suitesparse_all//conf6_0-8x8-20.mtx,64,64,0.8
data/suitesparse_all//conf6_0-8x8-20.mtx,256,256,0.8
data/suitesparse_all//conf6_0-8x8-20.mtx,512,512,-1.0
data/suitesparse_all//conf6_0-8x8-20.mtx,1024,1024,0.8
data/suitesparse_all//conf6_0-8x8-30.mtx,64,64,0.8
data/suitesparse_all//conf6_0-8x8-30.mtx,256,256,0.8
data/suitesparse_all//conf6_0-8x8-30.mtx,512,512,-1.0
data/suitesparse_all//conf6_0-8x8-30.mtx,1024,1024,0.8
data/suitesparse_all//conf6_0-8x8-80.mtx,64,64,0.8
data/suitesparse_all//conf6_0-8x8-80.mtx,256,256,0.8
data/suitesparse_all//conf6_0-8x8-80.mtx,512,512,-1.0
data/suitesparse_all//conf6_0-8x8-80.mtx,1024,1024,0.8
data/suitesparse_all//consph.mtx,64,64,-1.0
data/suitesparse_all//consph.mtx,256,256,-1.0
data/suitesparse_all//consph.mtx,512,512,-1.0
data/suitesparse_all//consph.mtx,1024,1024,-1.0
data/suitesparse_all//copter2.mtx,64,64,0.2
data/suitesparse_all//copter2.mtx,256,256,0.2
data/suitesparse_all//copter2.mtx,512,512,-1.0
data/suitesparse_all//copter2.mtx,1024,1024,-1.0
data/suitesparse_all//crack_dual.mtx,64,64,0.2
data/suitesparse_all//crack_dual.mtx,256,256,0.2
data/suitesparse_all//crack_dual.mtx,512,512,0.1
data/suitesparse_all//crack_dual.mtx,1024,1024,0.4
data/suitesparse_all//crankseg_1.mtx,64,64,0.1
data/suitesparse_all//crankseg_1.mtx,256,256,0.1
data/suitesparse_all//crankseg_1.mtx,512,512,0.001
data/suitesparse_all//crankseg_1.mtx,1024,1024,0.001
data/suitesparse_all//crankseg_2.mtx,64,64,0.1
data/suitesparse_all//crankseg_2.mtx,256,256,0.1
data/suitesparse_all//crankseg_2.mtx,512,512,0.001
data/suitesparse_all//crankseg_2.mtx,1024,1024,0.001
data/suitesparse_all//crystk03.mtx,64,64,0.4
data/suitesparse_all//crystk03.mtx,256,256,0.2
data/suitesparse_all//crystk03.mtx,512,512,0.2
data/suitesparse_all//crystk03.mtx,1024,1024,-1.0
data/suitesparse_all//crystm03.mtx,64,64,0.4
data/suitesparse_all//crystm03.mtx,256,256,0.2
data/suitesparse_all//crystm03.mtx,512,512,0.2
data/suitesparse_all//crystm03.mtx,1024,1024,-1.0
data/suitesparse_all//cs4.mtx,64,64,0.1
data/suitesparse_all//cs4.mtx,256,256,0.001
data/suitesparse_all//cs4.mtx,512,512,0.1
data/suitesparse_all//cs4.mtx,1024,1024,0.001
data/suitesparse_all//ct20stif.mtx,64,64,-1.0
data/suitesparse_all//ct20stif.mtx,256,256,-1.0
data/suitesparse_all//ct20stif.mtx,512,512,-1.0
data/suitesparse_all//ct20stif.mtx,1024,1024,-1.0
data/suitesparse_all//cvxbqp1.mtx,64,64,-1.0
data/suitesparse_all//cvxbqp1.mtx,256,256,-1.0
data/suitesparse_all//cvxbqp1.mtx,512,512,-1.0
data/suitesparse_all//cvxbqp1.mtx,1024,1024,-1.0
data/suitesparse_all//cz20468.mtx,64,64,-1.0
data/suitesparse_all//cz20468.mtx,256,256,0.001
data/suitesparse_all//cz20468.mtx,512,512,0.001
data/suitesparse_all//cz20468.mtx,1024,1024,0.001
data/suitesparse_all//cz40948.mtx,64,64,0.6
data/suitesparse_all//cz40948.mtx,256,256,0.4
data/suitesparse_all//cz40948.mtx,512,512,0.001
data/suitesparse_all//cz40948.mtx,1024,1024,0.001
data/suitesparse_all//dawson5.mtx,64,64,0.2
data/suitesparse_all//dawson5.mtx,256,256,0.2
data/suitesparse_all//dawson5.mtx,512,512,0.2
data/suitesparse_all//dawson5.mtx,1024,1024,0.1
data/suitesparse_all//de2010.mtx,64,64,0.2
data/suitesparse_all//de2010.mtx,256,256,-1.0
data/suitesparse_all//de2010.mtx,512,512,-1.0
data/suitesparse_all//de2010.mtx,1024,1024,-1.0
data/suitesparse_all//delaunay_n15.mtx,64,64,-1.0
data/suitesparse_all//delaunay_n15.mtx,256,256,-1.0
data/suitesparse_all//delaunay_n15.mtx,512,512,-1.0
data/suitesparse_all//delaunay_n15.mtx,1024,1024,-1.0
data/suitesparse_all//denormal.mtx,64,64,0.2
data/suitesparse_all//denormal.mtx,256,256,-1.0
data/suitesparse_all//denormal.mtx,512,512,0.01
data/suitesparse_all//denormal.mtx,1024,1024,-1.0
data/suitesparse_all//descriptor_xingo6u.mtx,64,64,-1.0
data/suitesparse_all//descriptor_xingo6u.mtx,256,256,-1.0
data/suitesparse_all//descriptor_xingo6u.mtx,512,512,-1.0
data/suitesparse_all//descriptor_xingo6u.mtx,1024,1024,0.6
data/suitesparse_all//ecl32.mtx,64,64,-1.0
data/suitesparse_all//ecl32.mtx,256,256,-1.0
data/suitesparse_all//ecl32.mtx,512,512,-1.0
data/suitesparse_all//ecl32.mtx,1024,1024,-1.0
data/suitesparse_all//email-Enron.mtx,64,64,0.2
data/suitesparse_all//email-Enron.mtx,256,256,0.1
data/suitesparse_all//email-Enron.mtx,512,512,0.001
data/suitesparse_all//email-Enron.mtx,1024,1024,0.001
data/suitesparse_all//epb2.mtx,64,64,0.8
data/suitesparse_all//epb2.mtx,256,256,0.6
data/suitesparse_all//epb2.mtx,512,512,0.6
data/suitesparse_all//epb2.mtx,1024,1024,-1.0
data/suitesparse_all//fe_body.mtx,64,64,-1.0
data/suitesparse_all//fe_body.mtx,256,256,-1.0
data/suitesparse_all//fe_body.mtx,512,512,0.001
data/suitesparse_all//fe_body.mtx,1024,1024,0.01
data/suitesparse_all//fe_rotor.mtx,64,64,0.2
data/suitesparse_all//fe_rotor.mtx,256,256,0.2
data/suitesparse_all//fe_rotor.mtx,512,512,0.2
data/suitesparse_all//fe_rotor.mtx,1024,1024,0.2
data/suitesparse_all//fe_tooth.mtx,64,64,0.2
data/suitesparse_all//fe_tooth.mtx,256,256,-1.0
data/suitesparse_all//fe_tooth.mtx,512,512,-1.0
data/suitesparse_all//fe_tooth.mtx,1024,1024,-1.0
data/suitesparse_all//fem_filter.mtx,64,64,-1.0
data/suitesparse_all//fem_filter.mtx,256,256,-1.0
data/suitesparse_all//fem_filter.mtx,512,512,-1.0
data/suitesparse_all//fem_filter.mtx,1024,1024,-1.0
data/suitesparse_all//finan512.mtx,64,64,-1.0
data/suitesparse_all//finan512.mtx,256,256,0.4
data/suitesparse_all//finan512.mtx,512,512,0.2
data/suitesparse_all//finan512.mtx,1024,1024,0.2
data/suitesparse_all//finance256.mtx,64,64,-1.0
data/suitesparse_all//finance256.mtx,256,256,0.2
data/suitesparse_all//finance256.mtx,512,512,0.4
data/suitesparse_all//finance256.mtx,1024,1024,0.2
data/suitesparse_all//g7jac080.mtx,64,64,0.1
data/suitesparse_all//g7jac080.mtx,256,256,0.001
data/suitesparse_all//g7jac080.mtx,512,512,0.01
data/suitesparse_all//g7jac080.mtx,1024,1024,0.2
data/suitesparse_all//g7jac080sc.mtx,64,64,0.1
data/suitesparse_all//g7jac080sc.mtx,256,256,0.001
data/suitesparse_all//g7jac080sc.mtx,512,512,0.01
data/suitesparse_all//g7jac080sc.mtx,1024,1024,0.2
data/suitesparse_all//g7jac100.mtx,64,64,0.1
data/suitesparse_all//g7jac100.mtx,256,256,0.01
data/suitesparse_all//g7jac100.mtx,512,512,0.01
data/suitesparse_all//g7jac100.mtx,1024,1024,0.2
data/suitesparse_all//g7jac100sc.mtx,64,64,0.1
data/suitesparse_all//g7jac100sc.mtx,256,256,0.01
data/suitesparse_all//g7jac100sc.mtx,512,512,0.01
data/suitesparse_all//g7jac100sc.mtx,1024,1024,0.2
data/suitesparse_all//g7jac120.mtx,64,64,0.1
data/suitesparse_all//g7jac120.mtx,256,256,0.01
data/suitesparse_all//g7jac120.mtx,512,512,0.01
data/suitesparse_all//g7jac120.mtx,1024,1024,0.1
data/suitesparse_all//g7jac120sc.mtx,64,64,0.1
data/suitesparse_all//g7jac120sc.mtx,256,256,0.01
data/suitesparse_all//g7jac120sc.mtx,512,512,0.01
data/suitesparse_all//g7jac120sc.mtx,1024,1024,0.1
data/suitesparse_all//g7jac140.mtx,64,64,0.1
data/suitesparse_all//g7jac140.mtx,256,256,0.01
data/suitesparse_all//g7jac140.mtx,512,512,0.01
data/suitesparse_all//g7jac140.mtx,1024,1024,0.1
data/suitesparse_all//g7jac140sc.mtx,64,64,0.1
data/suitesparse_all//g7jac140sc.mtx,256,256,0.01
data/suitesparse_all//g7jac140sc.mtx,512,512,0.01
data/suitesparse_all//g7jac140sc.mtx,1024,1024,0.1
data/suitesparse_all//g7jac160.mtx,64,64,0.1
data/suitesparse_all//g7jac160.mtx,256,256,0.01
data/suitesparse_all//g7jac160.mtx,512,512,0.01
data/suitesparse_all//g7jac160.mtx,1024,1024,0.1
data/suitesparse_all//g7jac160sc.mtx,64,64,0.1
data/suitesparse_all//g7jac160sc.mtx,256,256,0.01
data/suitesparse_all//g7jac160sc.mtx,512,512,0.01
data/suitesparse_all//g7jac160sc.mtx,1024,1024,0.1
data/suitesparse_all//g7jac180.mtx,64,64,0.1
data/suitesparse_all//g7jac180.mtx,256,256,0.01
data/suitesparse_all//g7jac180.mtx,512,512,0.01
data/suitesparse_all//g7jac180.mtx,1024,1024,0.1
data/suitesparse_all//g7jac180sc.mtx,64,64,0.1
data/suitesparse_all//g7jac180sc.mtx,256,256,0.01
data/suitesparse_all//g7jac180sc.mtx,512,512,0.01
data/suitesparse_all//g7jac180sc.mtx,1024,1024,0.1
data/suitesparse_all//g7jac200.mtx,64,64,0.1
data/suitesparse_all//g7jac200.mtx,256,256,0.01
data/suitesparse_all//g7jac200.mtx,512,512,0.01
data/suitesparse_all//g7jac200.mtx,1024,1024,0.1
data/suitesparse_all//g7jac200sc.mtx,64,64,0.1
data/suitesparse_all//g7jac200sc.mtx,256,256,0.01
data/suitesparse_all//g7jac200sc.mtx,512,512,0.01
data/suitesparse_all//g7jac200sc.mtx,1024,1024,0.1
data/suitesparse_all//gas_sensor.mtx,64,64,-1.0
data/suitesparse_all//gas_sensor.mtx,256,256,-1.0
data/suitesparse_all//gas_sensor.mtx,512,512,-1.0
data/suitesparse_all//gas_sensor.mtx,1024,1024,0.4
data/suitesparse_all//gridgena.mtx,64,64,0.4
data/suitesparse_all//gridgena.mtx,256,256,-1.0
data/suitesparse_all//gridgena.mtx,512,512,-1.0
data/suitesparse_all//gridgena.mtx,1024,1024,-1.0
data/suitesparse_all//gupta1.mtx,64,64,-1.0
data/suitesparse_all//gupta1.mtx,256,256,-1.0
data/suitesparse_all//gupta1.mtx,512,512,-1.0
data/suitesparse_all//gupta1.mtx,1024,1024,-1.0
data/suitesparse_all//gupta2.mtx,64,64,0.8
data/suitesparse_all//gupta2.mtx,256,256,-1.0
data/suitesparse_all//gupta2.mtx,512,512,-1.0
data/suitesparse_all//gupta2.mtx,1024,1024,-1.0
data/suitesparse_all//helm3d01.mtx,64,64,0.2
data/suitesparse_all//helm3d01.mtx,256,256,-1.0
data/suitesparse_all//helm3d01.mtx,512,512,-1.0
data/suitesparse_all//helm3d01.mtx,1024,1024,-1.0
data/suitesparse_all//hi2010.mtx,64,64,0.2
data/suitesparse_all//hi2010.mtx,256,256,-1.0
data/suitesparse_all//hi2010.mtx,512,512,-1.0
data/suitesparse_all//hi2010.mtx,1024,1024,-1.0
data/suitesparse_all//hvdc1.mtx,64,64,-1.0
data/suitesparse_all//hvdc1.mtx,256,256,-1.0
data/suitesparse_all//hvdc1.mtx,512,512,-1.0
data/suitesparse_all//hvdc1.mtx,1024,1024,0.1
data/suitesparse_all//ibm_matrix_2.mtx,64,64,-1.0
data/suitesparse_all//ibm_matrix_2.mtx,256,256,-1.0
data/suitesparse_all//ibm_matrix_2.mtx,512,512,-1.0
data/suitesparse_all//ibm_matrix_2.mtx,1024,1024,-1.0
data/suitesparse_all//ifiss_mat.mtx,64,64,-1.0
data/suitesparse_all//ifiss_mat.mtx,256,256,-1.0
data/suitesparse_all//ifiss_mat.mtx,512,512,-1.0
data/suitesparse_all//ifiss_mat.mtx,1024,1024,-1.0
data/suitesparse_all//invextr1_new.mtx,64,64,0.1
data/suitesparse_all//invextr1_new.mtx,256,256,0.001
data/suitesparse_all//invextr1_new.mtx,512,512,0.001
data/suitesparse_all//invextr1_new.mtx,1024,1024,0.001
data/suitesparse_all//jan99jac060.mtx,64,64,0.1
data/suitesparse_all//jan99jac060.mtx,256,256,0.1
data/suitesparse_all//jan99jac060.mtx,512,512,0.1
data/suitesparse_all//jan99jac060.mtx,1024,1024,0.4
data/suitesparse_all//jan99jac060sc.mtx,64,64,0.1
data/suitesparse_all//jan99jac060sc.mtx,256,256,0.1
data/suitesparse_all//jan99jac060sc.mtx,512,512,0.1
data/suitesparse_all//jan99jac060sc.mtx,1024,1024,0.4
data/suitesparse_all//jan99jac080.mtx,64,64,0.2
data/suitesparse_all//jan99jac080.mtx,256,256,0.1
data/suitesparse_all//jan99jac080.mtx,512,512,0.1
data/suitesparse_all//jan99jac080.mtx,1024,1024,0.4
data/suitesparse_all//jan99jac080sc.mtx,64,64,0.2
data/suitesparse_all//jan99jac080sc.mtx,256,256,0.1
data/suitesparse_all//jan99jac080sc.mtx,512,512,0.1
data/suitesparse_all//jan99jac080sc.mtx,1024,1024,0.4
data/suitesparse_all//jan99jac100.mtx,64,64,0.2
data/suitesparse_all//jan99jac100.mtx,256,256,0.1
data/suitesparse_all//jan99jac100.mtx,512,512,0.1
data/suitesparse_all//jan99jac100.mtx,1024,1024,0.2
data/suitesparse_all//jan99jac100sc.mtx,64,64,0.2
data/suitesparse_all//jan99jac100sc.mtx,256,256,0.1
data/suitesparse_all//jan99jac100sc.mtx,512,512,0.1
data/suitesparse_all//jan99jac100sc.mtx,1024,1024,0.2
data/suitesparse_all//jan99jac120.mtx,64,64,0.1
data/suitesparse_all//jan99jac120.mtx,256,256,0.1
data/suitesparse_all//jan99jac120.mtx,512,512,0.1
data/suitesparse_all//jan99jac120.mtx,1024,1024,0.2
data/suitesparse_all//jan99jac120sc.mtx,64,64,0.1
data/suitesparse_all//jan99jac120sc.mtx,256,256,0.1
data/suitesparse_all//jan99jac120sc.mtx,512,512,0.1
data/suitesparse_all//jan99jac120sc.mtx,1024,1024,0.2
data/suitesparse_all//jnlbrng1.mtx,64,64,0.001
data/suitesparse_all//jnlbrng1.mtx,256,256,-1.0
data/suitesparse_all//jnlbrng1.mtx,512,512,-1.0
data/suitesparse_all//jnlbrng1.mtx,1024,1024,0.001
data/suitesparse_all//k49_norm_10NN.mtx,64,64,0.4
data/suitesparse_all//k49_norm_10NN.mtx,256,256,0.01
data/suitesparse_all//k49_norm_10NN.mtx,512,512,0.001
data/suitesparse_all//k49_norm_10NN.mtx,1024,1024,0.001
data/suitesparse_all//kim1.mtx,64,64,0.4
data/suitesparse_all//kim1.mtx,256,256,-1.0
data/suitesparse_all//kim1.mtx,512,512,-1.0
data/suitesparse_all//kim1.mtx,1024,1024,-1.0
data/suitesparse_all//kron_g500-logn16.mtx,64,64,0.001
data/suitesparse_all//kron_g500-logn16.mtx,256,256,0.6
data/suitesparse_all//kron_g500-logn16.mtx,512,512,0.2
data/suitesparse_all//kron_g500-logn16.mtx,1024,1024,0.01
data/suitesparse_all//laminar_duct3D.mtx,64,64,-1.0
data/suitesparse_all//laminar_duct3D.mtx,256,256,0.6
data/suitesparse_all//laminar_duct3D.mtx,512,512,-1.0
data/suitesparse_all//laminar_duct3D.mtx,1024,1024,-1.0
data/suitesparse_all//lhr34.mtx,64,64,-1.0
data/suitesparse_all//lhr34.mtx,256,256,-1.0
data/suitesparse_all//lhr34.mtx,512,512,-1.0
data/suitesparse_all//lhr34.mtx,1024,1024,0.6
data/suitesparse_all//lhr34c.mtx,64,64,-1.0
data/suitesparse_all//lhr34c.mtx,256,256,-1.0
data/suitesparse_all//lhr34c.mtx,512,512,-1.0
data/suitesparse_all//lhr34c.mtx,1024,1024,0.6
data/suitesparse_all//lhr71.mtx,64,64,-1.0
data/suitesparse_all//lhr71.mtx,256,256,-1.0
data/suitesparse_all//lhr71.mtx,512,512,-1.0
data/suitesparse_all//lhr71.mtx,1024,1024,0.2
data/suitesparse_all//lhr71c.mtx,64,64,-1.0
data/suitesparse_all//lhr71c.mtx,256,256,-1.0
data/suitesparse_all//lhr71c.mtx,512,512,-1.0
data/suitesparse_all//lhr71c.mtx,1024,1024,0.2
data/suitesparse_all//li.mtx,64,64,-1.0
data/suitesparse_all//li.mtx,256,256,-1.0
data/suitesparse_all//li.mtx,512,512,-1.0
data/suitesparse_all//li.mtx,1024,1024,-1.0
data/suitesparse_all//light_in_tissue.mtx,64,64,0.6
data/suitesparse_all//light_in_tissue.mtx,256,256,0.4
data/suitesparse_all//light_in_tissue.mtx,512,512,0.01
data/suitesparse_all//light_in_tissue.mtx,1024,1024,0.4
data/suitesparse_all//loc-Brightkite.mtx,64,64,0.2
data/suitesparse_all//loc-Brightkite.mtx,256,256,0.1
data/suitesparse_all//loc-Brightkite.mtx,512,512,-1.0
data/suitesparse_all//loc-Brightkite.mtx,1024,1024,-1.0
data/suitesparse_all//lpl1.mtx,64,64,-1.0
data/suitesparse_all//lpl1.mtx,256,256,-1.0
data/suitesparse_all//lpl1.mtx,512,512,-1.0
data/suitesparse_all//lpl1.mtx,1024,1024,-1.0
data/suitesparse_all//m_t1.mtx,64,64,-1.0
data/suitesparse_all//m_t1.mtx,256,256,-1.0
data/suitesparse_all//m_t1.mtx,512,512,-1.0
data/suitesparse_all//m_t1.mtx,1024,1024,-1.0
data/suitesparse_all//mark3jac060.mtx,64,64,0.2
data/suitesparse_all//mark3jac060.mtx,256,256,0.001
data/suitesparse_all//mark3jac060.mtx,512,512,0.001
data/suitesparse_all//mark3jac060.mtx,1024,1024,0.1
data/suitesparse_all//mark3jac060sc.mtx,64,64,0.2
data/suitesparse_all//mark3jac060sc.mtx,256,256,0.001
data/suitesparse_all//mark3jac060sc.mtx,512,512,0.001
data/suitesparse_all//mark3jac060sc.mtx,1024,1024,0.1
data/suitesparse_all//mark3jac080.mtx,64,64,0.2
data/suitesparse_all//mark3jac080.mtx,256,256,0.001
data/suitesparse_all//mark3jac080.mtx,512,512,0.001
data/suitesparse_all//mark3jac080.mtx,1024,1024,0.2
data/suitesparse_all//mark3jac080sc.mtx,64,64,0.2
data/suitesparse_all//mark3jac080sc.mtx,256,256,0.001
data/suitesparse_all//mark3jac080sc.mtx,512,512,0.001
data/suitesparse_all//mark3jac080sc.mtx,1024,1024,0.2
data/suitesparse_all//mark3jac100.mtx,64,64,0.2
data/suitesparse_all//mark3jac100.mtx,256,256,0.001
data/suitesparse_all//mark3jac100.mtx,512,512,0.001
data/suitesparse_all//mark3jac100.mtx,1024,1024,0.4
data/suitesparse_all//mark3jac100sc.mtx,64,64,0.2
data/suitesparse_all//mark3jac100sc.mtx,256,256,0.001
data/suitesparse_all//mark3jac100sc.mtx,512,512,0.001
data/suitesparse_all//mark3jac100sc.mtx,1024,1024,0.4
data/suitesparse_all//mark3jac120.mtx,64,64,0.2
data/suitesparse_all//mark3jac120.mtx,256,256,0.001
data/suitesparse_all//mark3jac120.mtx,512,512,0.001
data/suitesparse_all//mark3jac120.mtx,1024,1024,0.2
data/suitesparse_all//mark3jac120sc.mtx,64,64,0.2
data/suitesparse_all//mark3jac120sc.mtx,256,256,0.001
data/suitesparse_all//mark3jac120sc.mtx,512,512,0.001
data/suitesparse_all//mark3jac120sc.mtx,1024,1024,0.2
data/suitesparse_all//mark3jac140.mtx,64,64,0.2
data/suitesparse_all//mark3jac140.mtx,256,256,0.001
data/suitesparse_all//mark3jac140.mtx,512,512,0.001
data/suitesparse_all//mark3jac140.mtx,1024,1024,0.4
data/suitesparse_all//mark3jac140sc.mtx,64,64,0.2
data/suitesparse_all//mark3jac140sc.mtx,256,256,0.001
data/suitesparse_all//mark3jac140sc.mtx,512,512,0.001
data/suitesparse_all//mark3jac140sc.mtx,1024,1024,0.4
data/suitesparse_all//matrix_9.mtx,64,64,-1.0
data/suitesparse_all//matrix_9.mtx,256,256,-1.0
data/suitesparse_all//matrix_9.mtx,512,512,-1.0
data/suitesparse_all//matrix_9.mtx,1024,1024,-1.0
data/suitesparse_all//minsurfo.mtx,64,64,0.01
data/suitesparse_all//minsurfo.mtx,256,256,-1.0
data/suitesparse_all//minsurfo.mtx,512,512,-1.0
data/suitesparse_all//minsurfo.mtx,1024,1024,0.001
data/suitesparse_all//mip1.mtx,64,64,0.8
data/suitesparse_all//mip1.mtx,256,256,-1.0
data/suitesparse_all//mip1.mtx,512,512,-1.0
data/suitesparse_all//mip1.mtx,1024,1024,-1.0
data/suitesparse_all//mixtank_new.mtx,64,64,0.1
data/suitesparse_all//mixtank_new.mtx,256,256,0.001
data/suitesparse_all//mixtank_new.mtx,512,512,0.001
data/suitesparse_all//mixtank_new.mtx,1024,1024,0.1
data/suitesparse_all//mosfet2.mtx,64,64,-1.0
data/suitesparse_all//mosfet2.mtx,256,256,-1.0
data/suitesparse_all//mosfet2.mtx,512,512,-1.0
data/suitesparse_all//mosfet2.mtx,1024,1024,-1.0
data/suitesparse_all//msc23052.mtx,64,64,0.2
data/suitesparse_all//msc23052.mtx,256,256,0.2
data/suitesparse_all//msc23052.mtx,512,512,-1.0
data/suitesparse_all//msc23052.mtx,1024,1024,-1.0
data/suitesparse_all//mult_dcop_01.mtx,64,64,0.1
data/suitesparse_all//mult_dcop_01.mtx,256,256,0.001
data/suitesparse_all//mult_dcop_01.mtx,512,512,0.1
data/suitesparse_all//mult_dcop_01.mtx,1024,1024,0.001
data/suitesparse_all//mult_dcop_02.mtx,64,64,0.1
data/suitesparse_all//mult_dcop_02.mtx,256,256,0.001
data/suitesparse_all//mult_dcop_02.mtx,512,512,0.1
data/suitesparse_all//mult_dcop_02.mtx,1024,1024,0.001
data/suitesparse_all//mult_dcop_03.mtx,64,64,0.2
data/suitesparse_all//mult_dcop_03.mtx,256,256,0.001
data/suitesparse_all//mult_dcop_03.mtx,512,512,0.01
data/suitesparse_all//mult_dcop_03.mtx,1024,1024,0.001
data/suitesparse_all//mycielskian15.mtx,64,64,0.2
data/suitesparse_all//mycielskian15.mtx,256,256,0.2
data/suitesparse_all//mycielskian15.mtx,512,512,0.001
data/suitesparse_all//mycielskian15.mtx,1024,1024,0.4
data/suitesparse_all//mycielskian16.mtx,64,64,0.2
data/suitesparse_all//mycielskian16.mtx,256,256,0.1
data/suitesparse_all//mycielskian16.mtx,512,512,0.001
data/suitesparse_all//mycielskian16.mtx,1024,1024,0.1
data/suitesparse_all//mycielskian17.mtx,64,64,0.2
data/suitesparse_all//mycielskian17.mtx,256,256,0.2
data/suitesparse_all//mycielskian17.mtx,512,512,0.1
data/suitesparse_all//mycielskian17.mtx,1024,1024,0.2
data/suitesparse_all//nasasrb.mtx,64,64,-1.0
data/suitesparse_all//nasasrb.mtx,256,256,0.4
data/suitesparse_all//nasasrb.mtx,512,512,0.6
data/suitesparse_all//nasasrb.mtx,1024,1024,-1.0
data/suitesparse_all//ncvxbqp1.mtx,64,64,-1.0
data/suitesparse_all//ncvxbqp1.mtx,256,256,-1.0
data/suitesparse_all//ncvxbqp1.mtx,512,512,-1.0
data/suitesparse_all//ncvxbqp1.mtx,1024,1024,-1.0
data/suitesparse_all//ncvxqp5.mtx,64,64,-1.0
data/suitesparse_all//ncvxqp5.mtx,256,256,-1.0
data/suitesparse_all//ncvxqp5.mtx,512,512,-1.0
data/suitesparse_all//ncvxqp5.mtx,1024,1024,-1.0
data/suitesparse_all//nd12k.mtx,64,64,0.4
data/suitesparse_all//nd12k.mtx,256,256,0.1
data/suitesparse_all//nd12k.mtx,512,512,0.1
data/suitesparse_all//nd12k.mtx,1024,1024,0.1
data/suitesparse_all//nd24k.mtx,64,64,0.4
data/suitesparse_all//nd24k.mtx,256,256,0.1
data/suitesparse_all//nd24k.mtx,512,512,0.1
data/suitesparse_all//nd24k.mtx,1024,1024,0.1
data/suitesparse_all//net100.mtx,64,64,0.6
data/suitesparse_all//net100.mtx,256,256,0.6
data/suitesparse_all//net100.mtx,512,512,0.6
data/suitesparse_all//net100.mtx,1024,1024,0.8
data/suitesparse_all//net125.mtx,64,64,0.6
data/suitesparse_all//net125.mtx,256,256,0.6
data/suitesparse_all//net125.mtx,512,512,0.6
data/suitesparse_all//net125.mtx,1024,1024,0.6
data/suitesparse_all//net150.mtx,64,64,0.6
data/suitesparse_all//net150.mtx,256,256,0.6
data/suitesparse_all//net150.mtx,512,512,0.6
data/suitesparse_all//net150.mtx,1024,1024,0.6
data/suitesparse_all//net4-1.mtx,64,64,0.6
data/suitesparse_all//net4-1.mtx,256,256,-1.0
data/suitesparse_all//net4-1.mtx,512,512,-1.0
data/suitesparse_all//net4-1.mtx,1024,1024,-1.0
data/suitesparse_all//net75.mtx,64,64,0.6
data/suitesparse_all//net75.mtx,256,256,0.6
data/suitesparse_all//net75.mtx,512,512,0.8
data/suitesparse_all//net75.mtx,1024,1024,-1.0
data/suitesparse_all//nh2010.mtx,64,64,0.2
data/suitesparse_all//nh2010.mtx,256,256,-1.0
data/suitesparse_all//nh2010.mtx,512,512,-1.0
data/suitesparse_all//nh2010.mtx,1024,1024,0.001
data/suitesparse_all//ns3Da.mtx,64,64,0.1
data/suitesparse_all//ns3Da.mtx,256,256,-1.0
data/suitesparse_all//ns3Da.mtx,512,512,0.001
data/suitesparse_all//ns3Da.mtx,1024,1024,-1.0
data/suitesparse_all//nv1.mtx,64,64,-1.0
data/suitesparse_all//nv1.mtx,256,256,-1.0
data/suitesparse_all//nv1.mtx,512,512,-1.0
data/suitesparse_all//nv1.mtx,1024,1024,-1.0
data/suitesparse_all//obstclae.mtx,64,64,0.6
