matrix,rows,cols,nonzeros,blocking_algo,tau,row_block_size,col_block_size,use_pattern,sim_use_groups,sim_measure,reorder,exp_name,b_cols,warmup,exp_repetitions,multiplication_algo,n_streams,time_to_block,time_to_merge,time_to_compare,VBR_nzcount,VBR_nzblocks_count,VBR_average_height,VBR_longest_row,merge_counter,comparison_counter,average_merge_tau,average_row_distance,avg_time_multiply,std_time_multiply,
data/suitesparse_all//208bit.mtx,24422,24431,299756,5,0.000000,1024,1024,1,0,1,0,blocking_G_208bit_b_1024_B_1024_a__e_BCSR_no_reord,1024,1,3,6,16,3602685.000000,66057.000000,3596893.000000,559053626,540,1017.155579,24,1380,253499,0.000000,13362.032227,3.103552,4.358899,
data/suitesparse_all//208bit.mtx,24422,24431,299756,2,0.010000,1024,1024,1,0,1,0,blocking_G_208bit_b_1024_B_1024_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,596653882,576,1017.583313,24,0,0,0.000000,0.000000,1.402731,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,2,0.000000,1024,1024,1,0,1,0,blocking_G_208bit_b_1024_B_1024_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,596653882,576,1017.583313,24,0,0,0.000000,0.000000,5.491765,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,3,0.000000,1024,1024,1,0,1,0,blocking_G_208bit_b_1024_B_1024_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.647253,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,3,0.000000,1024,1024,1,0,1,0,blocking_G_208bit_b_1024_B_1024_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.021600,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,5,0.000000,128,128,1,0,1,0,blocking_G_208bit_b_128_B_128_a__e_BCSR_no_reord,1024,1,3,6,16,3772699.000000,29853.000000,3770283.000000,433572026,26509,127.865631,191,708,1988083,0.000000,2432.473145,63.314220,3.741657,
data/suitesparse_all//208bit.mtx,24422,24431,299756,2,0.001000,128,128,1,0,1,0,blocking_G_208bit_b_128_B_128_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,527401600,32236,127.902405,191,0,0,0.000000,0.000000,80.997421,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,2,0.000000,128,128,1,0,1,0,blocking_G_208bit_b_128_B_128_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,527401600,32236,127.902405,191,0,0,0.000000,0.000000,5.027147,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,3,0.000000,128,128,1,0,1,0,blocking_G_208bit_b_128_B_128_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.644747,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,3,0.000000,128,128,1,0,1,0,blocking_G_208bit_b_128_B_128_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.329397,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,5,0.000000,256,256,1,0,1,0,blocking_G_208bit_b_256_B_256_a__e_BCSR_no_reord,1024,1,3,6,16,3874394.000000,43435.000000,3854462.000000,539135802,8302,255.165268,96,603,954866,0.000000,6673.890625,17.499937,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,2,0.001000,256,256,1,0,1,0,blocking_G_208bit_b_256_B_256_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,595431424,9187,254.625443,96,0,0,0.000000,0.000000,19.394827,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,2,0.000000,256,256,1,0,1,0,blocking_G_208bit_b_256_B_256_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,595431424,9187,254.625443,96,0,0,0.000000,0.000000,5.016821,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,3,0.000000,256,256,1,0,1,0,blocking_G_208bit_b_256_B_256_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.642848,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,3,0.000000,256,256,1,0,1,0,blocking_G_208bit_b_256_B_256_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.011531,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,5,0.000000,512,512,1,0,1,0,blocking_G_208bit_b_512_B_512_a__e_BCSR_no_reord,1024,1,3,6,16,3041251.000000,50612.000000,3038265.000000,557271866,2152,508.851288,48,1141,500351,0.000000,7623.937012,4.639168,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,2,0.001000,512,512,1,0,1,0,blocking_G_208bit_b_512_B_512_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,596653882,2304,508.791656,48,0,0,0.000000,0.000000,4.891328,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,2,0.000000,512,512,1,0,1,0,blocking_G_208bit_b_512_B_512_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,596653882,2304,508.791656,48,0,0,0.000000,0.000000,5.023691,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,3,0.000000,512,512,1,0,1,0,blocking_G_208bit_b_512_B_512_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.643787,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,3,0.000000,512,512,1,0,1,0,blocking_G_208bit_b_512_B_512_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.040320,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,5,0.000000,64,64,1,0,1,0,blocking_G_208bit_b_64_B_64_a__e_BCSR_no_reord,1024,1,3,6,16,5920050.000000,25516.000000,5865724.000000,241223488,58946,63.983681,382,780,3904947,0.000000,1209.628174,146.731247,9.327379,
data/suitesparse_all//208bit.mtx,24422,24431,299756,2,0.500000,64,64,1,0,1,0,blocking_G_208bit_b_64_B_64_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,303400704,74140,63.977905,382,0,0,0.000000,0.000000,194.749329,48.104053,
data/suitesparse_all//208bit.mtx,24422,24431,299756,2,0.000000,64,64,1,0,1,0,blocking_G_208bit_b_64_B_64_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,303400704,74140,63.977905,382,0,0,0.000000,0.000000,9.097195,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,3,0.000000,64,64,1,0,1,0,blocking_G_208bit_b_64_B_64_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.660021,0.000000,
data/suitesparse_all//208bit.mtx,24422,24431,299756,3,0.000000,64,64,1,0,1,0,blocking_G_208bit_b_64_B_64_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.015349,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,5,0.000000,1024,1024,1,0,1,0,blocking_G_2D_27628_bjtcai_b_1024_B_1024_a__e_BCSR_no_reord,1024,1,3,6,16,3151899.000000,39139.000000,3144857.000000,115866985,111,1020.747742,19,9727,319683,0.000000,287.979340,0.295829,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,2,0.300000,1024,1024,1,0,1,0,blocking_G_2D_27628_bjtcai_b_1024_B_1024_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,117149033,112,1022.812500,8,0,0,0.000000,0.000000,0.297387,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,2,0.000000,1024,1024,1,0,1,0,blocking_G_2D_27628_bjtcai_b_1024_B_1024_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,117149033,112,1022.812500,8,0,0,0.000000,0.000000,1.732779,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,3,0.000000,1024,1024,1,0,1,0,blocking_G_2D_27628_bjtcai_b_1024_B_1024_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.694560,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,3,0.000000,1024,1024,1,0,1,0,blocking_G_2D_27628_bjtcai_b_1024_B_1024_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.876949,1.414214,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,5,0.000000,128,128,1,0,1,0,blocking_G_2D_27628_bjtcai_b_128_B_128_a__e_BCSR_no_reord,1024,1,3,6,16,3206674.000000,17009.000000,3181689.000000,27235305,1666,127.885956,30,3994,1763607,0.000000,30.916876,4.409045,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,2,-1.000000,128,128,1,0,1,0,blocking_G_2D_27628_bjtcai_b_128_B_128_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,22513641,1379,127.807106,17,0,0,0.000000,0.000000,2.845963,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,2,0.000000,128,128,1,0,1,0,blocking_G_2D_27628_bjtcai_b_128_B_128_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,22513641,1379,127.807106,17,0,0,0.000000,0.000000,0.597888,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,3,0.000000,128,128,1,0,1,0,blocking_G_2D_27628_bjtcai_b_128_B_128_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.693195,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,3,0.000000,128,128,1,0,1,0,blocking_G_2D_27628_bjtcai_b_128_B_128_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.010912,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,5,0.000000,256,256,1,0,1,0,blocking_G_2D_27628_bjtcai_b_256_B_256_a__e_BCSR_no_reord,1024,1,3,6,16,3440467.000000,47064.000000,3404194.000000,39569257,606,255.592407,23,11258,1120480,0.000000,72.247734,1.248693,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,2,0.800000,256,256,1,0,1,0,blocking_G_2D_27628_bjtcai_b_256_B_256_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,32309353,495,255.577774,16,0,0,0.000000,0.000000,1.857632,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,2,0.000000,256,256,1,0,1,0,blocking_G_2D_27628_bjtcai_b_256_B_256_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,32309353,495,255.577774,16,0,0,0.000000,0.000000,1.603840,1.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,3,0.000000,256,256,1,0,1,0,blocking_G_2D_27628_bjtcai_b_256_B_256_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.699061,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,3,0.000000,256,256,1,0,1,0,blocking_G_2D_27628_bjtcai_b_256_B_256_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.017792,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,5,0.000000,512,512,1,0,1,0,blocking_G_2D_27628_bjtcai_b_512_B_512_a__e_BCSR_no_reord,1024,1,3,6,16,3196571.000000,44405.000000,3184753.000000,70924649,271,511.789673,22,10743,594161,0.000000,160.742813,0.644501,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,2,0.600000,512,512,1,0,1,0,blocking_G_2D_27628_bjtcai_b_512_B_512_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,58797929,225,511.324432,10,0,0,0.000000,0.000000,0.504960,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,2,0.000000,512,512,1,0,1,0,blocking_G_2D_27628_bjtcai_b_512_B_512_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,58797929,225,511.324432,10,0,0,0.000000,0.000000,1.242603,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,3,0.000000,512,512,1,0,1,0,blocking_G_2D_27628_bjtcai_b_512_B_512_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.693643,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,3,0.000000,512,512,1,0,1,0,blocking_G_2D_27628_bjtcai_b_512_B_512_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.023733,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,5,0.000000,64,64,1,0,1,0,blocking_G_2D_27628_bjtcai_b_64_B_64_a__e_BCSR_no_reord,1024,1,3,6,16,5085808.000000,11568.000000,5012484.000000,18461545,4519,63.936932,46,3003,4156756,0.000000,10.761905,9.241536,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,2,-1.000000,64,64,1,0,1,0,blocking_G_2D_27628_bjtcai_b_64_B_64_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,14099305,3454,63.911987,16,0,0,0.000000,0.000000,8.365088,1.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,2,0.000000,64,64,1,0,1,0,blocking_G_2D_27628_bjtcai_b_64_B_64_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,14099305,3454,63.911987,16,0,0,0.000000,0.000000,0.616640,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,3,0.000000,64,64,1,0,1,0,blocking_G_2D_27628_bjtcai_b_64_B_64_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.703467,0.000000,
data/suitesparse_all//2D_27628_bjtcai.mtx,27629,27629,442898,3,0.000000,64,64,1,0,1,0,blocking_G_2D_27628_bjtcai_b_64_B_64_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.018048,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,5,0.000000,1024,1024,1,0,1,0,blocking_G_2D_54019_highK_b_1024_B_1024_a__e_BCSR_no_reord,1024,1,3,6,16,13149708.000000,37337.000000,13120063.000000,524646416,518,1001.621643,46,7502,1125706,0.000000,528.148743,1.303605,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,2,-1.000000,1024,1024,1,0,1,0,blocking_G_2D_54019_highK_b_1024_B_1024_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,393947152,400,993.760010,48,0,0,0.000000,0.000000,0.879147,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,3,0.000000,1024,1024,1,0,1,0,blocking_G_2D_54019_highK_b_1024_B_1024_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,1.527883,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,5,0.000000,128,128,1,0,1,0,blocking_G_2D_54019_highK_b_128_B_128_a__e_BCSR_no_reord,1024,1,3,6,16,16281420.000000,53642.000000,16063904.000000,88949248,5523,127.932648,102,6204,8219841,0.000000,61.813992,13.539402,1.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,2,-1.000000,128,128,1,0,1,0,blocking_G_2D_54019_highK_b_128_B_128_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,66597904,4277,125.042786,102,0,0,0.000000,0.000000,8.890486,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,2,0.000000,128,128,1,0,1,0,blocking_G_2D_54019_highK_b_128_B_128_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,66597904,4277,125.042786,102,0,0,0.000000,0.000000,5.324214,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,3,0.000000,128,128,1,0,1,0,blocking_G_2D_54019_highK_b_128_B_128_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,1.525237,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,5,0.000000,256,256,1,0,1,0,blocking_G_2D_54019_highK_b_256_B_256_a__e_BCSR_no_reord,1024,1,3,6,16,14372207.000000,30331.000000,14301557.000000,166601728,2614,255.517975,95,6229,4262136,0.000000,96.228607,6.185792,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,2,-1.000000,256,256,1,0,1,0,blocking_G_2D_54019_highK_b_256_B_256_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,130812944,2189,245.293747,93,0,0,0.000000,0.000000,7.551563,6.633250,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,2,0.000000,256,256,1,0,1,0,blocking_G_2D_54019_highK_b_256_B_256_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,130812944,2189,245.293747,93,0,0,0.000000,0.000000,9.647819,1.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,3,0.000000,256,256,1,0,1,0,blocking_G_2D_54019_highK_b_256_B_256_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,1.512533,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,5,0.000000,512,512,1,0,1,0,blocking_G_2D_54019_highK_b_512_B_512_a__e_BCSR_no_reord,1024,1,3,6,16,12803791.000000,30604.000000,12759587.000000,309524496,1212,510.544556,77,5817,2154655,0.000000,230.260437,2.939392,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,2,-1.000000,512,512,1,0,1,0,blocking_G_2D_54019_highK_b_512_B_512_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,245499920,1016,492.653534,78,0,0,0.000000,0.000000,2.346368,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,3,0.000000,512,512,1,0,1,0,blocking_G_2D_54019_highK_b_512_B_512_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,1.461099,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,5,0.000000,64,64,1,0,1,0,blocking_G_2D_54019_highK_b_64_B_64_a__e_BCSR_no_reord,1024,1,3,6,16,20891496.000000,42465.000000,20410790.000000,46547968,11503,63.958271,133,5840,15515366,0.000000,44.032536,23.525717,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,2,0.800000,64,64,1,0,1,0,blocking_G_2D_54019_highK_b_64_B_64_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,33410064,8409,63.150909,119,0,0,0.000000,0.000000,17.334005,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,2,0.000000,64,64,1,0,1,0,blocking_G_2D_54019_highK_b_64_B_64_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,33410064,8409,63.150909,119,0,0,0.000000,0.000000,6.353024,0.000000,
data/suitesparse_all//2D_54019_highK.mtx,54020,54020,996414,3,0.000000,64,64,1,0,1,0,blocking_G_2D_54019_highK_b_64_B_64_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,1.378912,0.000000,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,5,0.000000,1024,1024,1,0,1,0,blocking_G_2cubes_sphere_b_1024_B_1024_a__e_BCSR_no_reord,1024,1,3,6,16,50610216.000000,8176.000000,50507092.000000,2611956089,2507,1022.552856,96,2639,4111036,0.000000,240.905640,5.957152,1.000000,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,3,0.000000,1024,1024,1,0,1,0,blocking_G_2cubes_sphere_b_1024_B_1024_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,2.121835,0.000000,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,5,0.000000,128,128,1,0,1,0,blocking_G_2cubes_sphere_b_128_B_128_a__e_BCSR_no_reord,1024,1,3,6,16,53025668.000000,11845.000000,52753792.000000,624090361,38096,127.995667,443,1935,29223141,0.000000,50.019638,94.491074,9.000000,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,2,0.000000,128,128,1,0,1,0,blocking_G_2cubes_sphere_b_128_B_128_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,477291641,29135,127.999626,118,0,0,0.000000,0.000000,10.830997,0.000000,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,3,0.000000,128,128,1,0,1,0,blocking_G_2cubes_sphere_b_128_B_128_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,1.605920,0.000000,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,5,0.000000,256,256,1,0,1,0,blocking_G_2cubes_sphere_b_256_B_256_a__e_BCSR_no_reord,1024,1,3,6,16,48843048.000000,6127.000000,48495920.000000,1097053696,16756,255.983414,223,1673,14863957,0.000000,93.498505,38.346775,4.898980,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,3,0.000000,256,256,1,0,1,0,blocking_G_2cubes_sphere_b_256_B_256_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,1.679947,0.000000,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,5,0.000000,512,512,1,0,1,0,blocking_G_2cubes_sphere_b_512_B_512_a__e_BCSR_no_reord,1024,1,3,6,16,42476544.000000,9643.000000,42296256.000000,1848347136,7064,511.944092,176,1800,7925484,0.000000,169.078888,15.608544,1.000000,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,3,0.000000,512,512,1,0,1,0,blocking_G_2cubes_sphere_b_512_B_512_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,1.701515,0.000000,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,5,0.000000,64,64,1,0,1,0,blocking_G_2cubes_sphere_b_64_B_64_a__e_BCSR_no_reord,1024,1,3,6,16,73842544.000000,4053.000000,72946576.000000,310846649,75898,63.997391,280,1629,57031669,0.000000,24.135666,201.206726,2.449490,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,2,0.000000,64,64,1,0,1,0,blocking_G_2cubes_sphere_b_64_B_64_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,240728633,58779,63.999813,137,0,0,0.000000,0.000000,14.770262,0.000000,
data/suitesparse_all//2cubes_sphere.mtx,101493,101493,874378,3,0.000000,64,64,1,0,1,0,blocking_G_2cubes_sphere_b_64_B_64_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,1.732171,0.000000,
data/suitesparse_all//3D_28984_Tetra.mtx,28985,28985,599170,5,0.000000,1024,1024,1,0,1,0,blocking_G_3D_28984_Tetra_b_1024_B_1024_a__e_BCSR_no_reord,1024,1,3,6,16,3323583.000000,12283.000000,3317334.000000,353879729,362,1004.359131,29,2286,328785,0.000000,225.286530,0.822091,0.000000,
data/suitesparse_all//3D_28984_Tetra.mtx,28985,28985,599170,2,-1.000000,1024,1024,1,0,1,0,blocking_G_3D_28984_Tetra_b_1024_B_1024_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,259219121,287,952.156799,29,0,0,0.000000,0.000000,0.714347,0.000000,
data/suitesparse_all//3D_28984_Tetra.mtx,28985,28985,599170,2,0.000000,1024,1024,1,0,1,0,blocking_G_3D_28984_Tetra_b_1024_B_1024_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,259219121,287,952.156799,29,0,0,0.000000,0.000000,7.730784,2.000000,
data/suitesparse_all//3D_28984_Tetra.mtx,28985,28985,599170,3,0.000000,1024,1024,1,0,1,0,blocking_G_3D_28984_Tetra_b_1024_B_1024_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,1.000971,0.000000,
data/suitesparse_all//3D_28984_Tetra.mtx,28985,28985,599170,3,0.000000,1024,1024,1,0,1,0,blocking_G_3D_28984_Tetra_b_1024_B_1024_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.013088,0.000000,
data/suitesparse_all//3D_28984_Tetra.mtx,28985,28985,599170,5,0.000000,128,128,1,0,1,0,blocking_G_3D_28984_Tetra_b_128_B_128_a__e_BCSR_no_reord,1024,1,3,6,16,3974186.000000,11683.000000,3958960.000000,92906545,5906,125.271080,227,1488,2486446,0.000000,17.020834,18.753527,0.000000,
data/suitesparse_all//3D_28984_Tetra.mtx,28985,28985,599170,2,-1.000000,128,128,1,0,1,0,blocking_G_3D_28984_Tetra_b_128_B_128_a__e_BCSR_reord,1024,1,3,6,16,0.000000,0.000000,0.000000,55566001,3643,123.575897,227,0,0,0.000000,0.000000,7.806485,0.000000,
data/suitesparse_all//3D_28984_Tetra.mtx,28985,28985,599170,2,0.000000,128,128,1,0,1,0,blocking_G_3D_28984_Tetra_b_128_B_128_a__e_BELLPACK_no_block,1024,1,3,3,16,0.000000,0.000000,0.000000,55566001,3643,123.575897,227,0,0,0.000000,0.000000,6.464523,0.000000,
data/suitesparse_all//3D_28984_Tetra.mtx,28985,28985,599170,3,0.000000,128,128,1,0,1,0,blocking_G_3D_28984_Tetra_b_128_B_128_a__e_CSR,1024,1,3,2,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.968331,0.000000,
data/suitesparse_all//3D_28984_Tetra.mtx,28985,28985,599170,3,0.000000,128,128,1,0,1,0,blocking_G_3D_28984_Tetra_b_128_B_128_a__e_GEMM,1024,1,3,1,16,0.000000,0.000000,0.000000,0,0,-nan,0,0,0,0.000000,0.000000,0.016224,0.000000,
data/suitesparse_all//3D_28984_Tetra.mtx,28985,28985,599170,5,0.000000,256,256,1,0,1,0,blocking_G_3D_28984_Tetra_b_256_B_256_a__e_BCSR_no_reord,1024,1,3,6,16,3517050.000000,4286.000000,3507137.000000,157540785,2502,254.409271,114,740,1325219,0.000000,26.651352,7.260352,1.732051,
