exp_name,input_type,input_source,reorder_algorithm,rows,cols,total_nonzeros,input_blocks_density,input_entries_density,input_block_size,algo_block_size,epsilon,scramble,VBS_avg_nzblock_height,VBS_avg_nzblock_height_error,VBS_total_nonzeros,VBS_total_nonzeros_error,VBS_block_rows,VBS_block_rows_error,VBS_nz_blocks,VBS_nz_blocks_error,VBS_min_block_H,VBS_min_block_H_error,VBS_max_block_H,VBS_max_block_H_error,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,200,0.500000,3,7.989612,0.000000,74434712.000000,0.000000,2469.000000,0.000000,46686.000000,0.000000,1.000000,0.000000,252.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,200,0.500000,3,4.184998,0.000000,38412120.000000,0.000000,5820.000000,0.000000,46114.000000,0.000000,1.000000,0.000000,167.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,256,0.500000,1,10.347644,0.000000,87651192.000000,0.000000,1768.000000,0.000000,33169.000000,0.000000,1.000000,0.000000,380.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,256,0.500000,1,3.865262,0.000000,42043696.000000,0.000000,5819.000000,0.000000,42564.000000,0.000000,1.000000,0.000000,166.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,256,0.500000,3,9.642963,0.000000,89036016.000000,0.000000,1859.000000,0.000000,36156.000000,0.000000,1.000000,0.000000,420.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,256,0.500000,3,3.840446,0.000000,42818976.000000,0.000000,5820.000000,0.000000,43634.000000,0.000000,1.000000,0.000000,167.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,300,0.500000,1,12.240582,0.000000,96092024.000000,0.000000,1424.000000,0.000000,26307.000000,0.000000,1.000000,0.000000,361.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,300,0.500000,1,3.696428,0.000000,45303216.000000,0.000000,5819.000000,0.000000,41038.000000,0.000000,1.000000,0.000000,166.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,300,0.500000,3,11.661799,0.000000,96670784.000000,0.000000,1460.000000,0.000000,27738.000000,0.000000,1.000000,0.000000,309.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,300,0.500000,3,3.668773,0.000000,46049320.000000,0.000000,5820.000000,0.000000,42095.000000,0.000000,1.000000,0.000000,167.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,512,0.500000,1,29.277054,0.000000,110813104.000000,0.000000,528.000000,0.000000,7605.000000,0.000000,1.000000,0.000000,542.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,512,0.500000,1,3.179068,0.000000,57087536.000000,0.000000,5819.000000,0.000000,35601.000000,0.000000,1.000000,0.000000,166.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,512,0.500000,3,28.985968,0.000000,111106632.000000,0.000000,540.000000,0.000000,7696.000000,0.000000,1.000000,0.000000,605.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,512,0.500000,3,3.155688,0.000000,58034080.000000,0.000000,5820.000000,0.000000,36496.000000,0.000000,1.000000,0.000000,167.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,16,0.550000,1,9.844016,0.000000,10922008.000000,0.000000,4184.000000,0.000000,69379.000000,0.000000,1.000000,0.000000,151.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,16,0.550000,1,9.698141,0.000000,10243968.000000,0.000000,6106.000000,0.000000,66054.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,16,0.550000,3,9.807849,0.000000,11036064.000000,0.000000,4241.000000,0.000000,70377.000000,0.000000,1.000000,0.000000,149.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,16,0.550000,3,9.584782,0.000000,10352944.000000,0.000000,6113.000000,0.000000,67562.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,32,0.550000,1,8.147838,0.000000,17471744.000000,0.000000,3921.000000,0.000000,67067.000000,0.000000,1.000000,0.000000,110.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,32,0.550000,1,7.690742,0.000000,15159536.000000,0.000000,6106.000000,0.000000,61667.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,32,0.550000,3,8.302093,0.000000,17970176.000000,0.000000,3953.000000,0.000000,67731.000000,0.000000,1.000000,0.000000,109.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,32,0.550000,3,7.614707,0.000000,15407520.000000,0.000000,6113.000000,0.000000,63331.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,64,0.550000,1,8.237720,0.000000,29698360.000000,0.000000,3620.000000,0.000000,56415.000000,0.000000,1.000000,0.000000,135.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,64,0.550000,1,5.937185,0.000000,21327936.000000,0.000000,6106.000000,0.000000,56213.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,64,0.550000,3,7.584807,0.000000,29945976.000000,0.000000,3704.000000,0.000000,61781.000000,0.000000,1.000000,0.000000,80.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,64,0.550000,3,5.884823,0.000000,21765584.000000,0.000000,6113.000000,0.000000,57885.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,128,0.550000,1,7.977185,0.000000,52488360.000000,0.000000,3203.000000,0.000000,51502.000000,0.000000,1.000000,0.000000,216.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,128,0.550000,1,4.591929,0.000000,29371688.000000,0.000000,6106.000000,0.000000,50055.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,128,0.550000,3,7.774395,0.000000,52975792.000000,0.000000,3251.000000,0.000000,53350.000000,0.000000,1.000000,0.000000,119.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,128,0.550000,3,4.536500,0.000000,29970136.000000,0.000000,6113.000000,0.000000,51713.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,200,0.550000,1,7.722640,0.000000,70416136.000000,0.000000,2796.000000,0.000000,45742.000000,0.000000,1.000000,0.000000,186.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,200,0.550000,1,3.941239,0.000000,36137248.000000,0.000000,6106.000000,0.000000,46017.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,200,0.550000,3,7.531915,0.000000,71969464.000000,0.000000,2829.000000,0.000000,47908.000000,0.000000,1.000000,0.000000,197.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,200,0.550000,3,3.918223,0.000000,37014728.000000,0.000000,6113.000000,0.000000,47483.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,256,0.550000,1,8.285042,0.000000,80923560.000000,0.000000,2312.000000,0.000000,38247.000000,0.000000,1.000000,0.000000,280.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,256,0.550000,1,3.628786,0.000000,40417200.000000,0.000000,6106.000000,0.000000,43584.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,256,0.550000,3,7.847604,0.000000,82360360.000000,0.000000,2408.000000,0.000000,41097.000000,0.000000,1.000000,0.000000,401.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,256,0.550000,3,3.600178,0.000000,41469944.000000,0.000000,6113.000000,0.000000,45080.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,300,0.550000,1,9.620882,0.000000,89509760.000000,0.000000,1893.000000,0.000000,31175.000000,0.000000,1.000000,0.000000,420.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,300,0.550000,1,3.472659,0.000000,43688948.000000,0.000000,6106.000000,0.000000,42134.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,300,0.550000,3,9.180971,0.000000,90037864.000000,0.000000,1914.000000,0.000000,32834.000000,0.000000,1.000000,0.000000,308.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,300,0.550000,3,3.443660,0.000000,44656528.000000,0.000000,6113.000000,0.000000,43513.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,512,0.550000,1,21.228371,0.000000,109504632.000000,0.000000,734.000000,0.000000,10356.000000,0.000000,1.000000,0.000000,680.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,512,0.550000,1,2.991490,0.000000,55508656.000000,0.000000,6106.000000,0.000000,36782.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,512,0.550000,3,20.522501,0.000000,109794376.000000,0.000000,749.000000,0.000000,10733.000000,0.000000,1.000000,0.000000,789.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,512,0.550000,3,2.961702,0.000000,56543480.000000,0.000000,6113.000000,0.000000,37887.000000,0.000000,1.000000,0.000000,199.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,16,0.600000,1,8.974947,0.000000,9996968.000000,0.000000,5304.000000,0.000000,69651.000000,0.000000,1.000000,0.000000,178.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,16,0.600000,1,9.254919,0.000000,9951712.000000,0.000000,6862.000000,0.000000,67237.000000,0.000000,1.000000,0.000000,230.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,16,0.600000,3,9.017396,0.000000,10127648.000000,0.000000,5374.000000,0.000000,70247.000000,0.000000,1.000000,0.000000,185.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,16,0.600000,3,9.273731,0.000000,10112224.000000,0.000000,6868.000000,0.000000,68202.000000,0.000000,1.000000,0.000000,231.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,32,0.600000,1,6.923881,0.000000,14960192.000000,0.000000,4971.000000,0.000000,67565.000000,0.000000,1.000000,0.000000,93.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,32,0.600000,1,7.156981,0.000000,14503824.000000,0.000000,6862.000000,0.000000,63390.000000,0.000000,1.000000,0.000000,230.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,32,0.600000,3,6.848720,0.000000,15353784.000000,0.000000,5064.000000,0.000000,70168.000000,0.000000,1.000000,0.000000,121.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,32,0.600000,3,7.189322,0.000000,14825488.000000,0.000000,6868.000000,0.000000,64541.000000,0.000000,1.000000,0.000000,231.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,64,0.600000,1,6.235848,0.000000,23224904.000000,0.000000,4619.000000,0.000000,58279.000000,0.000000,1.000000,0.000000,125.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,64,0.600000,1,5.431677,0.000000,20296032.000000,0.000000,6862.000000,0.000000,58472.000000,0.000000,1.000000,0.000000,230.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,64,0.600000,3,5.869218,0.000000,23447752.000000,0.000000,4715.000000,0.000000,62524.000000,0.000000,1.000000,0.000000,107.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,64,0.600000,3,5.455072,0.000000,20826680.000000,0.000000,6868.000000,0.000000,59751.000000,0.000000,1.000000,0.000000,231.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,128,0.600000,1,5.588333,0.000000,36885680.000000,0.000000,4001.000000,0.000000,51651.000000,0.000000,1.000000,0.000000,132.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,128,0.600000,1,4.148090,0.000000,27914728.000000,0.000000,6862.000000,0.000000,52657.000000,0.000000,1.000000,0.000000,230.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,128,0.600000,3,5.283369,0.000000,36859808.000000,0.000000,4129.000000,0.000000,54625.000000,0.000000,1.000000,0.000000,127.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,128,0.600000,3,4.136155,0.000000,28597920.000000,0.000000,6868.000000,0.000000,54122.000000,0.000000,1.000000,0.000000,231.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,200,0.600000,1,5.827701,0.000000,52614328.000000,0.000000,3349.000000,0.000000,45276.000000,0.000000,1.000000,0.000000,317.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,200,0.600000,1,3.532016,0.000000,34231456.000000,0.000000,6862.000000,0.000000,48617.000000,0.000000,1.000000,0.000000,230.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,200,0.600000,3,5.518478,0.000000,52914248.000000,0.000000,3399.000000,0.000000,48083.000000,0.000000,1.000000,0.000000,160.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,200,0.600000,3,3.537227,0.000000,35183568.000000,0.000000,6868.000000,0.000000,49990.000000,0.000000,1.000000,0.000000,231.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,256,0.600000,1,6.081944,0.000000,64036536.000000,0.000000,2926.000000,0.000000,41223.000000,0.000000,1.000000,0.000000,317.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,256,0.600000,1,3.242303,0.000000,38245104.000000,0.000000,6862.000000,0.000000,46157.000000,0.000000,1.000000,0.000000,230.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,256,0.600000,3,5.777765,0.000000,64750536.000000,0.000000,3068.000000,0.000000,43886.000000,0.000000,1.000000,0.000000,351.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,256,0.600000,3,3.241176,0.000000,39398176.000000,0.000000,6868.000000,0.000000,47571.000000,0.000000,1.000000,0.000000,231.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,300,0.600000,1,6.858747,0.000000,73812136.000000,0.000000,2569.000000,0.000000,35992.000000,0.000000,1.000000,0.000000,390.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,300,0.600000,1,3.095458,0.000000,41291856.000000,0.000000,6862.000000,0.000000,44648.000000,0.000000,1.000000,0.000000,230.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,300,0.600000,3,6.477427,0.000000,74155040.000000,0.000000,2652.000000,0.000000,38276.000000,0.000000,1.000000,0.000000,334.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,300,0.600000,3,3.090939,0.000000,42325868.000000,0.000000,6868.000000,0.000000,45943.000000,0.000000,1.000000,0.000000,231.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,512,0.600000,1,13.674967,0.000000,101450160.000000,0.000000,1133.000000,0.000000,14860.000000,0.000000,1.000000,0.000000,719.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,512,0.600000,1,2.661237,0.000000,52508656.000000,0.000000,6862.000000,0.000000,39107.000000,0.000000,1.000000,0.000000,230.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,512,0.600000,3,13.511048,0.000000,102767824.000000,0.000000,1158.000000,0.000000,15251.000000,0.000000,1.000000,0.000000,748.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,512,0.600000,3,2.643419,0.000000,53518624.000000,0.000000,6868.000000,0.000000,40176.000000,0.000000,1.000000,0.000000,231.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,16,0.650000,1,8.761461,0.000000,9615208.000000,0.000000,5562.000000,0.000000,68622.000000,0.000000,1.000000,0.000000,226.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,16,0.650000,1,8.457653,0.000000,9366728.000000,0.000000,7143.000000,0.000000,69249.000000,0.000000,1.000000,0.000000,238.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,16,0.650000,3,8.808304,0.000000,9779024.000000,0.000000,5601.000000,0.000000,69438.000000,0.000000,1.000000,0.000000,229.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,16,0.650000,3,8.411292,0.000000,9465832.000000,0.000000,7140.000000,0.000000,70388.000000,0.000000,1.000000,0.000000,239.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,32,0.650000,1,6.376612,0.000000,14173232.000000,0.000000,5227.000000,0.000000,69496.000000,0.000000,1.000000,0.000000,134.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,32,0.650000,1,6.482567,0.000000,13624184.000000,0.000000,7143.000000,0.000000,65738.000000,0.000000,1.000000,0.000000,238.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,32,0.650000,3,6.388633,0.000000,14558152.000000,0.000000,5306.000000,0.000000,71309.000000,0.000000,1.000000,0.000000,152.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,32,0.650000,3,6.444157,0.000000,13820952.000000,0.000000,7140.000000,0.000000,67125.000000,0.000000,1.000000,0.000000,239.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,64,0.650000,1,5.629069,0.000000,22081656.000000,0.000000,4943.000000,0.000000,61378.000000,0.000000,1.000000,0.000000,89.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,64,0.650000,1,4.929487,0.000000,19242480.000000,0.000000,7143.000000,0.000000,61081.000000,0.000000,1.000000,0.000000,238.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,64,0.650000,3,5.553913,0.000000,22635816.000000,0.000000,5021.000000,0.000000,63788.000000,0.000000,1.000000,0.000000,116.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,64,0.650000,3,4.885158,0.000000,19557920.000000,0.000000,7140.000000,0.000000,62660.000000,0.000000,1.000000,0.000000,239.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,128,0.650000,1,5.157799,0.000000,35294016.000000,0.000000,4504.000000,0.000000,53549.000000,0.000000,1.000000,0.000000,95.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,128,0.650000,1,3.796055,0.000000,26830632.000000,0.000000,7143.000000,0.000000,55304.000000,0.000000,1.000000,0.000000,238.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,128,0.650000,3,5.019314,0.000000,35846704.000000,0.000000,4583.000000,0.000000,55918.000000,0.000000,1.000000,0.000000,162.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,128,0.650000,3,3.755181,0.000000,27361608.000000,0.000000,7140.000000,0.000000,57034.000000,0.000000,1.000000,0.000000,239.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,200,0.650000,1,5.431695,0.000000,50554688.000000,0.000000,3886.000000,0.000000,46658.000000,0.000000,1.000000,0.000000,341.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,200,0.650000,1,3.246702,0.000000,33073616.000000,0.000000,7143.000000,0.000000,51090.000000,0.000000,1.000000,0.000000,238.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,200,0.650000,3,5.168238,0.000000,50161888.000000,0.000000,3949.000000,0.000000,48675.000000,0.000000,1.000000,0.000000,116.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,200,0.650000,3,3.233820,0.000000,33909232.000000,0.000000,7140.000000,0.000000,52690.000000,0.000000,1.000000,0.000000,239.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,256,0.650000,1,5.747208,0.000000,60324136.000000,0.000000,3382.000000,0.000000,41093.000000,0.000000,1.000000,0.000000,343.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,256,0.650000,1,2.991217,0.000000,37077696.000000,0.000000,7143.000000,0.000000,48504.000000,0.000000,1.000000,0.000000,238.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,256,0.650000,3,5.621799,0.000000,61562352.000000,0.000000,3463.000000,0.000000,42882.000000,0.000000,1.000000,0.000000,325.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,256,0.650000,3,2.973313,0.000000,38063608.000000,0.000000,7140.000000,0.000000,50099.000000,0.000000,1.000000,0.000000,239.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,300,0.650000,1,5.971548,0.000000,68078592.000000,0.000000,3110.000000,0.000000,38134.000000,0.000000,1.000000,0.000000,427.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,300,0.650000,1,2.860915,0.000000,40086316.000000,0.000000,7143.000000,0.000000,46885.000000,0.000000,1.000000,0.000000,238.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,300,0.650000,3,5.876878,0.000000,69047792.000000,0.000000,3132.000000,0.000000,39327.000000,0.000000,1.000000,0.000000,422.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,300,0.650000,3,2.841890,0.000000,40977732.000000,0.000000,7140.000000,0.000000,48365.000000,0.000000,1.000000,0.000000,239.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,512,0.650000,1,9.594434,0.000000,95337752.000000,0.000000,1632.000000,0.000000,19871.000000,0.000000,1.000000,0.000000,519.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,512,0.650000,1,2.478986,0.000000,51313856.000000,0.000000,7143.000000,0.000000,41020.000000,0.000000,1.000000,0.000000,238.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,512,0.650000,3,9.314411,0.000000,96642832.000000,0.000000,1706.000000,0.000000,20769.000000,0.000000,1.000000,0.000000,662.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,512,0.650000,3,2.459677,0.000000,52306168.000000,0.000000,7140.000000,0.000000,42184.000000,0.000000,1.000000,0.000000,239.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad_blocks,12008,12008,237010,0.500000,0.500000,4,16,0.700000,1,7.924885,0.000000,8998296.000000,0.000000,6150.000000,0.000000,70998.000000,0.000000,1.000000,0.000000,237.000000,0.000000,
default,2,data/real-graphs/CA-HepPh.txt,saad,12008,12008,237010,0.500000,0.500000,4,16,0.700000,1,7.151804,0.000000,8612544.000000,0.000000,7757.000000,0.000000,75301.000000,0.000000,1.000000,0.000000,235.000000,0.000000,
